,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
24964,0,-59.0,-308.0,-382.0,-1078.0,0,0,0,1,0
24970,0,-49.0,83.0,2.0,509.0,0,0,0,0,1
24971,0,-22.0,157.0,-40.0,-196.0,0,1,0,0,0
24972,0,-184.0,-353.0,329.0,-602.0,0,0,1,0,0
24973,0,-828.0,-451.0,-1169.0,-1083.0,1,0,0,0,0
24974,0,-416.0,70.0,-336.0,-50.0,0,0,0,1,0
24980,0,189.0,4.0,164.0,-120.0,0,0,0,0,1
24981,0,-435.0,-382.0,-479.0,-664.0,0,1,0,0,0
24982,0,-512.0,-325.0,-1133.0,-817.0,0,0,1,0,0
24983,0,-126.0,-283.0,-942.0,-153.0,1,0,0,0,0
24984,0,71.0,217.0,-11.0,-326.0,0,0,0,1,0
24990,0,-289.0,-148.0,-128.0,-88.0,0,0,0,0,1
24991,0,-262.0,-897.0,-381.0,-1009.0,0,1,0,0,0
24992,0,27.0,43.0,171.0,-482.0,0,0,1,0,0
24993,0,-177.0,645.0,-411.0,613.0,1,0,0,0,0
24994,0,-229.0,80.0,-615.0,-290.0,0,0,0,1,0
25000,0,-233.0,-174.0,-1244.0,-483.0,0,0,0,0,1
25001,0,-165.0,-363.0,-1136.0,-668.0,0,1,0,0,0
25002,0,-89.0,1.0,224.0,-312.0,0,0,1,0,0
25003,0,652.0,-60.0,2113.0,1141.0,1,0,0,0,0
25004,0,-833.0,-103.0,-400.0,354.0,0,0,0,1,0
25010,1,831.0,100.0,125.0,85.0,0,0,0,0,1
25011,1,266.0,155.0,-100.0,250.0,0,1,0,0,0
25012,1,103.0,211.0,1093.0,540.0,0,0,1,0,0
25013,1,598.0,355.0,898.0,879.0,1,0,0,0,0
25014,1,-240.0,-51.0,-394.0,-11.0,0,0,0,1,0
25020,0,222.0,-372.0,713.0,186.0,0,0,0,0,1
25021,0,482.0,-292.0,468.0,-523.0,0,1,0,0,0
25022,0,422.0,487.0,101.0,434.0,0,0,1,0,0
25023,0,906.0,697.0,778.0,809.0,1,0,0,0,0
25024,0,5.0,-546.0,-110.0,-1081.0,0,0,0,1,0
25030,1,-298.0,182.0,401.0,961.0,0,0,0,0,1
25031,1,549.0,-88.0,603.0,-727.0,0,1,0,0,0
25032,1,619.0,-340.0,1402.0,380.0,0,0,1,0,0
25033,1,494.0,476.0,955.0,1087.0,1,0,0,0,0
25034,1,324.0,-281.0,820.0,-577.0,0,0,0,1,0
25040,0,-118.0,62.0,-331.0,295.0,0,0,0,0,1
25041,0,-314.0,-382.0,-9.0,188.0,0,1,0,0,0
25042,0,-352.0,38.0,-503.0,-1290.0,0,0,1,0,0
25043,0,-250.0,-527.0,59.0,-540.0,1,0,0,0,0
25044,0,-91.0,-18.0,318.0,464.0,0,0,0,1,0
25050,0,-2344.0,-1003.0,-2664.0,-1375.0,0,0,0,0,1
25051,0,-413.0,437.0,-258.0,28.0,0,1,0,0,0
25052,0,-114.0,-202.0,-109.0,347.0,0,0,1,0,0
25053,0,-979.0,133.0,-1685.0,-257.0,1,0,0,0,0
25054,0,843.0,-16.0,1317.0,419.0,0,0,0,1,0
25060,1,800.0,-3.0,559.0,32.0,0,0,0,0,1
25061,1,641.0,365.0,1269.0,781.0,0,1,0,0,0
25062,1,462.0,162.0,1620.0,861.0,0,0,1,0,0
25063,1,-46.0,309.0,-516.0,-291.0,1,0,0,0,0
25064,1,931.0,215.0,1031.0,-53.0,0,0,0,1,0
25070,1,199.0,-263.0,1271.0,545.0,0,0,0,0,1
25071,1,231.0,681.0,328.0,1126.0,0,1,0,0,0
25072,1,90.0,-349.0,-33.0,-703.0,0,0,1,0,0
25073,1,1905.0,476.0,2307.0,1201.0,1,0,0,0,0
25074,1,-975.0,-389.0,-2019.0,-1229.0,0,0,0,1,0
25080,1,-384.0,-139.0,-34.0,-355.0,0,0,0,0,1
25081,1,-229.0,-566.0,722.0,198.0,0,1,0,0,0
25082,1,-129.0,-264.0,223.0,-391.0,0,0,1,0,0
25083,1,-143.0,307.0,-7.0,-11.0,1,0,0,0,0
25084,1,1140.0,378.0,1733.0,1242.0,0,0,0,1,0
25090,0,-27.0,141.0,-554.0,-427.0,0,0,0,0,1
25091,0,382.0,675.0,147.0,997.0,0,1,0,0,0
25092,0,214.0,280.0,756.0,320.0,0,0,1,0,0
25093,0,287.0,-235.0,-350.0,-958.0,1,0,0,0,0
25094,0,306.0,105.0,-196.0,256.0,0,0,0,1,0
25100,1,-185.0,-221.0,331.0,-351.0,0,0,0,0,1
25101,1,-203.0,-5.0,-310.0,494.0,0,1,0,0,0
25102,1,-250.0,514.0,128.0,1196.0,0,0,1,0,0
25103,1,-51.0,490.0,704.0,771.0,1,0,0,0,0
25104,1,760.0,53.0,236.0,-52.0,0,0,0,1,0
25110,0,-114.0,-38.0,-1735.0,-1510.0,0,0,0,0,1
25111,0,-46.0,-524.0,-739.0,-1111.0,0,1,0,0,0
25112,0,203.0,-8.0,-1722.0,-884.0,0,0,1,0,0
25113,0,-120.0,278.0,-204.0,155.0,1,0,0,0,0
25114,0,505.0,10.0,269.0,-585.0,0,0,0,1,0
25120,0,-419.0,-862.0,-1621.0,-1237.0,0,0,0,0,1
25121,0,-386.0,-638.0,-370.0,-682.0,0,1,0,0,0
25122,0,-322.0,-317.0,-583.0,23.0,0,0,1,0,0
25123,0,-824.0,567.0,-1410.0,60.0,1,0,0,0,0
25124,0,-699.0,-1013.0,-1280.0,-823.0,0,0,0,1,0
25130,0,-81.0,52.0,-110.0,-763.0,0,0,0,0,1
25131,0,-1073.0,-249.0,-1123.0,-406.0,0,1,0,0,0
25132,0,55.0,-165.0,44.0,313.0,0,0,1,0,0
25133,0,-95.0,-190.0,3.0,-157.0,1,0,0,0,0
25134,0,-349.0,-129.0,-472.0,-315.0,0,0,0,1,0
25140,1,1607.0,1575.0,2120.0,1630.0,0,0,0,0,1
25141,1,312.0,203.0,599.0,159.0,0,1,0,0,0
25142,1,788.0,-420.0,998.0,-219.0,0,0,1,0,0
25143,1,155.0,-8.0,684.0,252.0,1,0,0,0,0
25144,1,114.0,563.0,64.0,535.0,0,0,0,1,0
25150,0,573.0,658.0,275.0,492.0,0,0,0,0,1
25151,0,1070.0,661.0,1527.0,837.0,0,1,0,0,0
25152,0,817.0,-361.0,676.0,-441.0,0,0,1,0,0
25153,0,-111.0,-369.0,627.0,123.0,1,0,0,0,0
25154,0,4.0,-22.0,1121.0,67.0,0,0,0,1,0
25160,1,778.0,220.0,1735.0,352.0,0,0,0,0,1
25161,1,193.0,305.0,470.0,695.0,0,1,0,0,0
25162,1,682.0,-192.0,764.0,-402.0,0,0,1,0,0
25163,1,-69.0,-143.0,-1256.0,-857.0,1,0,0,0,0
25164,1,198.0,313.0,313.0,-51.0,0,0,0,1,0
25170,1,-584.0,165.0,-2380.0,-723.0,0,0,0,0,1
25171,1,-42.0,19.0,665.0,197.0,0,1,0,0,0
25172,1,-875.0,-177.0,-234.0,475.0,0,0,1,0,0
25173,1,57.0,-71.0,1175.0,494.0,1,0,0,0,0
25174,1,381.0,272.0,558.0,-359.0,0,0,0,1,0
25180,1,317.0,-327.0,768.0,63.0,0,0,0,0,1
25181,1,59.0,279.0,202.0,513.0,0,1,0,0,0
25182,1,-229.0,-12.0,-231.0,-615.0,0,0,1,0,0
25183,1,-218.0,631.0,-1032.0,19.0,1,0,0,0,0
25184,1,-141.0,-423.0,21.0,-675.0,0,0,0,1,0
25190,0,691.0,-136.0,1398.0,-270.0,0,0,0,0,1
25191,0,4.0,-46.0,22.0,-202.0,0,1,0,0,0
25192,0,-456.0,-350.0,-248.0,-282.0,0,0,1,0,0
25193,0,-865.0,-180.0,-1251.0,-387.0,1,0,0,0,0
25194,0,14.0,-425.0,124.0,-354.0,0,0,0,1,0
25200,0,1956.0,83.0,2660.0,462.0,0,0,0,0,1
25201,0,201.0,122.0,-3.0,86.0,0,1,0,0,0
25202,0,259.0,210.0,43.0,-505.0,0,0,1,0,0
25203,0,30.0,373.0,685.0,1082.0,1,0,0,0,0
25204,0,108.0,-277.0,-139.0,-538.0,0,0,0,1,0
25210,1,1122.0,827.0,1206.0,793.0,0,0,0,0,1
25211,1,-23.0,-404.0,-345.0,268.0,0,1,0,0,0
25212,1,689.0,808.0,1344.0,1353.0,0,0,1,0,0
25213,1,727.0,714.0,916.0,1027.0,1,0,0,0,0
25214,1,-184.0,166.0,-825.0,-1105.0,0,0,0,1,0
25220,0,902.0,861.0,2213.0,1472.0,0,0,0,0,1
25221,0,-958.0,-903.0,-1678.0,-1316.0,0,1,0,0,0
25222,0,-905.0,-124.0,-1346.0,-380.0,0,0,1,0,0
25223,0,-688.0,-237.0,-2392.0,-894.0,1,0,0,0,0
25224,0,-248.0,319.0,-1276.0,-676.0,0,0,0,1,0
25230,1,943.0,368.0,1687.0,1301.0,0,0,0,0,1
25231,1,-282.0,-708.0,10.0,117.0,0,1,0,0,0
25232,1,-130.0,-158.0,514.0,728.0,0,0,1,0,0
25233,1,-59.0,522.0,-267.0,24.0,1,0,0,0,0
25234,1,-68.0,-275.0,514.0,761.0,0,0,0,1,0
25240,0,319.0,-473.0,301.0,-450.0,0,0,0,0,1
25241,0,-212.0,-142.0,-30.0,244.0,0,1,0,0,0
25242,0,-438.0,-270.0,-717.0,-699.0,0,0,1,0,0
25243,0,-113.0,-299.0,-63.0,687.0,1,0,0,0,0
25244,0,-1181.0,-873.0,-2326.0,-1914.0,0,0,0,1,0
25250,0,465.0,751.0,833.0,996.0,0,0,0,0,1
25251,0,367.0,882.0,1065.0,1522.0,0,1,0,0,0
25252,0,-775.0,-420.0,-1097.0,-946.0,0,0,1,0,0
25253,0,-62.0,-618.0,277.0,-154.0,1,0,0,0,0
25254,0,-28.0,79.0,-40.0,-65.0,0,0,0,1,0
25260,1,983.0,228.0,272.0,-893.0,0,0,0,0,1
25261,1,2220.0,1648.0,2610.0,1619.0,0,1,0,0,0
25262,1,871.0,523.0,646.0,311.0,0,0,1,0,0
25263,1,-78.0,-246.0,1324.0,809.0,1,0,0,0,0
25264,1,463.0,563.0,194.0,346.0,0,0,0,1,0
25270,1,345.0,539.0,446.0,-146.0,0,0,0,0,1
25271,1,-61.0,845.0,75.0,295.0,0,1,0,0,0
25272,1,70.0,-467.0,-367.0,-764.0,0,0,1,0,0
25273,1,329.0,307.0,533.0,602.0,1,0,0,0,0
25274,1,474.0,-174.0,545.0,-62.0,0,0,0,1,0
25280,1,173.0,255.0,658.0,909.0,0,0,0,0,1
25281,1,349.0,671.0,951.0,1897.0,0,1,0,0,0
25282,1,462.0,-468.0,734.0,-1269.0,0,0,1,0,0
25283,1,335.0,103.0,697.0,121.0,1,0,0,0,0
25284,1,85.0,73.0,258.0,684.0,0,0,0,1,0
25290,0,130.0,0.0,-221.0,524.0,0,0,0,0,1
25291,0,611.0,1072.0,792.0,1124.0,0,1,0,0,0
25292,0,-61.0,383.0,-59.0,-251.0,0,0,1,0,0
25293,0,-441.0,-700.0,-825.0,-917.0,1,0,0,0,0
25294,0,-102.0,299.0,-100.0,457.0,0,0,0,1,0
25300,0,-123.0,164.0,-833.0,51.0,0,0,0,0,1
25301,0,-178.0,597.0,-37.0,367.0,0,1,0,0,0
25302,0,179.0,153.0,-90.0,-536.0,0,0,1,0,0
25303,0,45.0,498.0,21.0,268.0,1,0,0,0,0
25304,0,107.0,-605.0,311.0,-412.0,0,0,0,1,0
25310,1,517.0,259.0,911.0,-177.0,0,0,0,0,1
25311,1,527.0,-365.0,1267.0,798.0,0,1,0,0,0
25312,1,366.0,185.0,754.0,712.0,0,0,1,0,0
25313,1,-33.0,-241.0,887.0,61.0,1,0,0,0,0
25314,1,284.0,-80.0,482.0,-489.0,0,0,0,1,0
25320,1,534.0,467.0,821.0,356.0,0,0,0,0,1
25321,1,106.0,-286.0,878.0,120.0,0,1,0,0,0
25322,1,-226.0,-320.0,-74.0,-523.0,0,0,1,0,0
25323,1,33.0,297.0,555.0,1023.0,1,0,0,0,0
25324,1,-65.0,412.0,265.0,1213.0,0,0,0,1,0
25330,1,-869.0,-1138.0,-1418.0,-1553.0,0,0,0,0,1
25331,1,-627.0,-708.0,-1086.0,-519.0,0,1,0,0,0
25332,1,-179.0,-400.0,-1543.0,-1168.0,0,0,1,0,0
25333,1,146.0,-5.0,-12.0,409.0,1,0,0,0,0
25334,1,-14.0,332.0,-49.0,397.0,0,0,0,1,0
25340,1,32.0,-179.0,443.0,-267.0,0,0,0,0,1
25341,1,78.0,-61.0,634.0,80.0,0,1,0,0,0
25342,1,-16.0,-433.0,931.0,138.0,0,0,1,0,0
25343,1,-512.0,-40.0,-1626.0,-1273.0,1,0,0,0,0
25344,1,-255.0,-416.0,-605.0,-117.0,0,0,0,1,0
25350,1,558.0,1198.0,1833.0,1399.0,0,0,0,0,1
25351,1,-303.0,-596.0,29.0,-619.0,0,1,0,0,0
25352,1,247.0,465.0,961.0,1033.0,0,0,1,0,0
25353,1,532.0,939.0,1313.0,1673.0,1,0,0,0,0
25354,1,-231.0,-609.0,-77.0,-588.0,0,0,0,1,0
25360,1,725.0,386.0,219.0,486.0,0,0,0,0,1
25361,1,331.0,492.0,526.0,1259.0,0,1,0,0,0
25362,1,-95.0,-304.0,501.0,225.0,0,0,1,0,0
25363,1,309.0,765.0,699.0,1495.0,1,0,0,0,0
25364,1,-255.0,-505.0,-337.0,-705.0,0,0,0,1,0
25370,1,427.0,250.0,1491.0,1133.0,0,0,0,0,1
25371,1,445.0,160.0,1288.0,642.0,0,1,0,0,0
25372,1,937.0,533.0,2405.0,1585.0,0,0,1,0,0
25373,1,-477.0,-525.0,-710.0,-432.0,1,0,0,0,0
25374,1,-181.0,-75.0,-323.0,408.0,0,0,0,1,0
25380,0,550.0,382.0,-71.0,-551.0,0,0,0,0,1
25381,0,-268.0,-248.0,-796.0,-465.0,0,1,0,0,0
25382,0,-214.0,-319.0,-1022.0,-624.0,0,0,1,0,0
25383,0,9.0,313.0,-315.0,328.0,1,0,0,0,0
25384,0,-72.0,-49.0,-234.0,-359.0,0,0,0,1,0
25390,0,48.0,-849.0,-355.0,-1138.0,0,0,0,0,1
25391,0,-179.0,-406.0,-860.0,-740.0,0,1,0,0,0
25392,0,181.0,-110.0,301.0,31.0,0,0,1,0,0
25393,0,166.0,514.0,-69.0,658.0,1,0,0,0,0
25394,0,89.0,-232.0,-13.0,-562.0,0,0,0,1,0
25400,0,288.0,-9.0,1291.0,-545.0,0,0,0,0,1
25401,0,-181.0,-204.0,-393.0,-883.0,0,1,0,0,0
25402,0,57.0,-649.0,369.0,-1057.0,0,0,1,0,0
25403,0,269.0,893.0,82.0,646.0,1,0,0,0,0
25404,0,71.0,-340.0,334.0,9.0,0,0,0,1,0
25410,0,-171.0,-24.0,-385.0,83.0,0,0,0,0,1
25411,0,-180.0,-299.0,-29.0,806.0,0,1,0,0,0
25412,0,-325.0,17.0,74.0,156.0,0,0,1,0,0
25413,0,3.0,417.0,-1010.0,85.0,1,0,0,0,0
25414,0,-277.0,-850.0,-544.0,-1168.0,0,0,0,1,0
25420,1,-240.0,-405.0,-562.0,-1366.0,0,0,0,0,1
25421,1,683.0,937.0,1337.0,797.0,0,1,0,0,0
25422,1,-259.0,-229.0,-268.0,-101.0,0,0,1,0,0
25423,1,-136.0,-271.0,473.0,145.0,1,0,0,0,0
25424,1,161.0,253.0,964.0,237.0,0,0,0,1,0
25430,0,-571.0,-49.0,-2620.0,-1604.0,0,0,0,0,1
25431,0,-358.0,334.0,-122.0,-511.0,0,1,0,0,0
25432,0,200.0,-75.0,-538.0,-607.0,0,0,1,0,0
25433,0,-155.0,-394.0,-78.0,-228.0,1,0,0,0,0
25434,0,-45.0,125.0,-236.0,-22.0,0,0,0,1,0
25440,1,1077.0,427.0,936.0,636.0,0,0,0,0,1
25441,1,1194.0,422.0,2269.0,1028.0,0,1,0,0,0
25442,1,295.0,217.0,602.0,712.0,0,0,1,0,0
25443,1,-241.0,-44.0,-154.0,-55.0,1,0,0,0,0
25444,1,11.0,-116.0,123.0,-1.0,0,0,0,1,0
25450,0,-705.0,-911.0,-1411.0,-1525.0,0,0,0,0,1
25451,0,-185.0,68.0,-1103.0,-892.0,0,1,0,0,0
25452,0,-531.0,-530.0,-1059.0,-376.0,0,0,1,0,0
25453,0,-167.0,227.0,-62.0,1052.0,1,0,0,0,0
25454,0,-319.0,-54.0,-552.0,-459.0,0,0,0,1,0
25460,1,892.0,366.0,1691.0,435.0,0,0,0,0,1
25461,1,82.0,300.0,363.0,418.0,0,1,0,0,0
25462,1,917.0,331.0,1167.0,709.0,0,0,1,0,0
25463,1,219.0,204.0,-497.0,276.0,1,0,0,0,0
25464,1,28.0,170.0,393.0,293.0,0,0,0,1,0
25470,1,53.0,227.0,-222.0,-624.0,0,0,0,0,1
25471,1,96.0,532.0,55.0,753.0,0,1,0,0,0
25472,1,269.0,168.0,277.0,496.0,0,0,1,0,0
25473,1,-855.0,-418.0,-449.0,547.0,1,0,0,0,0
25474,1,-856.0,127.0,-1463.0,-885.0,0,0,0,1,0
25480,1,416.0,548.0,437.0,53.0,0,0,0,0,1
25481,1,-684.0,-863.0,-1190.0,-1364.0,0,1,0,0,0
25482,1,709.0,38.0,316.0,-472.0,0,0,1,0,0
25483,1,292.0,899.0,1750.0,1197.0,1,0,0,0,0
25484,1,-266.0,126.0,205.0,6.0,0,0,0,1,0
25490,1,-190.0,84.0,-443.0,-996.0,0,0,0,0,1
25491,1,500.0,-372.0,397.0,-1031.0,0,1,0,0,0
25492,1,639.0,401.0,2089.0,1272.0,0,0,1,0,0
25493,1,86.0,125.0,922.0,1159.0,1,0,0,0,0
25494,1,137.0,-453.0,474.0,-279.0,0,0,0,1,0
25500,1,-944.0,19.0,-1856.0,-895.0,0,0,0,0,1
25501,1,-139.0,-428.0,516.0,242.0,0,1,0,0,0
25502,1,75.0,-3.0,289.0,-396.0,0,0,1,0,0
25503,1,346.0,56.0,1750.0,498.0,1,0,0,0,0
25504,1,62.0,7.0,607.0,-207.0,0,0,0,1,0
25510,1,678.0,306.0,702.0,1141.0,0,0,0,0,1
25511,1,-724.0,-349.0,-1318.0,-1483.0,0,1,0,0,0
25512,1,555.0,183.0,846.0,434.0,0,0,1,0,0
25513,1,-628.0,61.0,-532.0,-75.0,1,0,0,0,0
25514,1,-56.0,-411.0,-76.0,-270.0,0,0,0,1,0
25520,0,-1226.0,-1210.0,-1758.0,-1685.0,0,0,0,0,1
25521,0,232.0,559.0,-390.0,406.0,0,1,0,0,0
25522,0,-267.0,15.0,-1641.0,-1346.0,0,0,1,0,0
25523,0,-362.0,-583.0,-409.0,-667.0,1,0,0,0,0
25524,0,-68.0,110.0,-612.0,-724.0,0,0,0,1,0
25530,0,-1166.0,-405.0,-1307.0,-1212.0,0,0,0,0,1
25531,0,-421.0,-655.0,13.0,-304.0,0,1,0,0,0
25532,0,610.0,337.0,603.0,40.0,0,0,1,0,0
25533,0,-1286.0,-502.0,-1662.0,-999.0,1,0,0,0,0
25534,0,-566.0,-461.0,-863.0,32.0,0,0,0,1,0
25540,1,-822.0,-717.0,-1074.0,-957.0,0,0,0,0,1
25541,1,-828.0,414.0,-1933.0,335.0,0,1,0,0,0
25542,1,-611.0,-949.0,1666.0,-79.0,0,0,1,0,0
25543,1,423.0,-169.0,1359.0,835.0,1,0,0,0,0
25544,1,-306.0,89.0,131.0,1400.0,0,0,0,1,0
25550,1,1099.0,732.0,980.0,-240.0,0,0,0,0,1
25551,1,597.0,1001.0,1224.0,1242.0,0,1,0,0,0
25552,1,-19.0,103.0,-504.0,-503.0,0,0,1,0,0
25553,1,-1058.0,-721.0,-500.0,-1023.0,1,0,0,0,0
25554,1,-102.0,96.0,-71.0,149.0,0,0,0,1,0
25560,1,205.0,804.0,349.0,1350.0,0,0,0,0,1
25561,1,-180.0,-433.0,323.0,-17.0,0,1,0,0,0
25562,1,-553.0,197.0,-1288.0,-88.0,0,0,1,0,0
25563,1,-756.0,-510.0,-570.0,-566.0,1,0,0,0,0
25564,1,-336.0,-502.0,-458.0,-629.0,0,0,0,1,0
25570,0,-686.0,-1115.0,-635.0,-1366.0,0,0,0,0,1
25571,0,-142.0,-137.0,567.0,190.0,0,1,0,0,0
25572,0,-421.0,226.0,-944.0,-444.0,0,0,1,0,0
25573,0,-907.0,-564.0,-2242.0,-1343.0,1,0,0,0,0
25574,0,-154.0,-66.0,54.0,714.0,0,0,0,1,0
25580,1,-509.0,-218.0,-260.0,290.0,0,0,0,0,1
25581,1,612.0,660.0,782.0,1022.0,0,1,0,0,0
25582,1,1203.0,613.0,2121.0,702.0,0,0,1,0,0
25583,1,279.0,420.0,236.0,344.0,1,0,0,0,0
25584,1,45.0,29.0,311.0,-80.0,0,0,0,1,0
25590,0,-942.0,-270.0,-2070.0,-704.0,0,0,0,0,1
25591,0,-153.0,-310.0,-227.0,-155.0,0,1,0,0,0
25592,0,260.0,83.0,381.0,-287.0,0,0,1,0,0
25593,0,-652.0,-180.0,-1202.0,407.0,1,0,0,0,0
25594,0,-76.0,-358.0,-326.0,-1053.0,0,0,0,1,0
25600,1,-797.0,-5.0,-1738.0,-448.0,0,0,0,0,1
25601,1,110.0,374.0,-200.0,233.0,0,1,0,0,0
25602,1,-1405.0,-1178.0,-1341.0,-1392.0,0,0,1,0,0
25603,1,1376.0,836.0,3095.0,1396.0,1,0,0,0,0
25604,1,383.0,-371.0,1001.0,364.0,0,0,0,1,0
25610,0,-363.0,-263.0,-1021.0,-979.0,0,0,0,0,1
25611,0,461.0,-117.0,1444.0,667.0,0,1,0,0,0
25612,0,309.0,375.0,1269.0,642.0,0,0,1,0,0
25613,0,80.0,525.0,-309.0,603.0,1,0,0,0,0
25614,0,256.0,365.0,-320.0,-630.0,0,0,0,1,0
25620,1,329.0,8.0,869.0,538.0,0,0,0,0,1
25621,1,105.0,118.0,-601.0,-510.0,0,1,0,0,0
25622,1,12.0,253.0,-1420.0,-29.0,0,0,1,0,0
25623,1,-724.0,83.0,-1097.0,388.0,1,0,0,0,0
25624,1,-186.0,-457.0,562.0,-194.0,0,0,0,1,0
25630,1,727.0,498.0,1176.0,705.0,0,0,0,0,1
25631,1,885.0,1261.0,1240.0,1693.0,0,1,0,0,0
25632,1,454.0,461.0,994.0,1211.0,0,0,1,0,0
25633,1,-123.0,-79.0,-249.0,44.0,1,0,0,0,0
25634,1,-103.0,260.0,-104.0,-35.0,0,0,0,1,0
25640,1,-98.0,-242.0,-771.0,-1132.0,0,0,0,0,1
25641,1,500.0,498.0,566.0,-29.0,0,1,0,0,0
25642,1,412.0,461.0,77.0,1081.0,0,0,1,0,0
25643,1,-121.0,-268.0,602.0,-230.0,1,0,0,0,0
25644,1,315.0,63.0,516.0,567.0,0,0,0,1,0
25650,0,-909.0,-87.0,-2645.0,-1162.0,0,0,0,0,1
25651,0,-1204.0,-1476.0,-1915.0,-1901.0,0,1,0,0,0
25652,0,194.0,47.0,135.0,-618.0,0,0,1,0,0
25653,0,-1430.0,-524.0,-2935.0,-821.0,1,0,0,0,0
25654,0,627.0,535.0,351.0,194.0,0,0,0,1,0
25660,1,925.0,459.0,1143.0,-472.0,0,0,0,0,1
25661,1,1167.0,1263.0,1381.0,1275.0,0,1,0,0,0
25662,1,348.0,349.0,768.0,1248.0,0,0,1,0,0
25663,1,-102.0,-30.0,1516.0,968.0,1,0,0,0,0
25664,1,51.0,-362.0,759.0,414.0,0,0,0,1,0
25670,0,-95.0,267.0,1024.0,-274.0,0,0,0,0,1
25671,0,-617.0,114.0,562.0,504.0,0,1,0,0,0
25672,0,-77.0,-247.0,229.0,-135.0,0,0,1,0,0
25673,0,666.0,403.0,1419.0,867.0,1,0,0,0,0
25674,0,-957.0,-376.0,-1822.0,-1934.0,0,0,0,1,0
25680,0,-76.0,-84.0,599.0,35.0,0,0,0,0,1
25681,0,-295.0,-545.0,1166.0,-22.0,0,1,0,0,0
25682,0,-6.0,259.0,523.0,481.0,0,0,1,0,0
25683,0,-731.0,-35.0,-1022.0,381.0,1,0,0,0,0
25684,0,322.0,176.0,390.0,770.0,0,0,0,1,0
25690,0,-414.0,431.0,-643.0,1145.0,0,0,0,0,1
25691,0,-2213.0,-2783.0,-2137.0,-3144.0,0,1,0,0,0
25692,0,-169.0,625.0,1438.0,568.0,0,0,1,0,0
25693,0,-538.0,-700.0,-330.0,-296.0,1,0,0,0,0
25694,0,1050.0,454.0,1696.0,893.0,0,0,0,1,0
25700,0,-321.0,-151.0,-1228.0,-567.0,0,0,0,0,1
25701,0,-96.0,-335.0,49.0,443.0,0,1,0,0,0
25702,0,-886.0,-174.0,-1871.0,-234.0,0,0,1,0,0
25703,0,-120.0,-240.0,62.0,-326.0,1,0,0,0,0
25704,0,178.0,16.0,116.0,580.0,0,0,0,1,0
25710,0,131.0,-89.0,221.0,-21.0,0,0,0,0,1
25711,0,-623.0,-1189.0,-668.0,-2360.0,0,1,0,0,0
25712,0,87.0,-77.0,-396.0,-386.0,0,0,1,0,0
25713,0,-142.0,-81.0,-1333.0,-584.0,1,0,0,0,0
25714,0,-46.0,722.0,-480.0,58.0,0,0,0,1,0
25720,0,13.0,-119.0,-189.0,78.0,0,0,0,0,1
25721,0,317.0,379.0,109.0,-274.0,0,1,0,0,0
25722,0,177.0,197.0,-444.0,-618.0,0,0,1,0,0
25723,0,-245.0,-465.0,334.0,-58.0,1,0,0,0,0
25724,0,-14.0,208.0,321.0,-52.0,0,0,0,1,0
25730,0,-257.0,-27.0,-1697.0,-812.0,0,0,0,0,1
25731,0,-1483.0,-849.0,-3326.0,-1500.0,0,1,0,0,0
25732,0,-434.0,438.0,-407.0,935.0,0,0,1,0,0
25733,0,-1316.0,-561.0,-2893.0,-1357.0,1,0,0,0,0
25734,0,-243.0,177.0,-350.0,566.0,0,0,0,1,0
25740,0,-278.0,-488.0,-3017.0,-2904.0,0,0,0,0,1
25741,0,1338.0,748.0,491.0,336.0,0,1,0,0,0
25742,0,-134.0,-241.0,274.0,204.0,0,0,1,0,0
25743,0,253.0,164.0,559.0,31.0,1,0,0,0,0
25744,0,-432.0,83.0,-179.0,251.0,0,0,0,1,0
25750,0,-1960.0,-1756.0,-3009.0,-1886.0,0,0,0,0,1
25751,0,-1104.0,-323.0,-47.0,554.0,0,1,0,0,0
25752,0,-1399.0,-1439.0,-1874.0,-2179.0,0,0,1,0,0
25753,0,-101.0,-706.0,-2089.0,-2544.0,1,0,0,0,0
25754,0,-4.0,163.0,-142.0,-401.0,0,0,0,1,0
25760,1,-641.0,-597.0,-545.0,-530.0,0,0,0,0,1
25761,1,646.0,452.0,848.0,2042.0,0,1,0,0,0
25762,1,180.0,465.0,618.0,494.0,0,0,1,0,0
25763,1,88.0,232.0,-48.0,648.0,1,0,0,0,0
25764,1,-18.0,790.0,217.0,1156.0,0,0,0,1,0
25770,1,157.0,411.0,757.0,221.0,0,0,0,0,1
25771,1,-1076.0,-592.0,-976.0,-1274.0,0,1,0,0,0
25772,1,261.0,456.0,39.0,121.0,0,0,1,0,0
25773,1,550.0,694.0,588.0,912.0,1,0,0,0,0
25774,1,-863.0,-217.0,-784.0,109.0,0,0,0,1,0
25780,0,-184.0,32.0,-1904.0,-441.0,0,0,0,0,1
25781,0,93.0,312.0,337.0,-383.0,0,1,0,0,0
25782,0,311.0,384.0,1274.0,657.0,0,0,1,0,0
25783,0,1929.0,908.0,3217.0,1442.0,1,0,0,0,0
25784,0,-1023.0,-1066.0,-1212.0,-1625.0,0,0,0,1,0
25790,0,-20.0,360.0,-1171.0,853.0,0,0,0,0,1
25791,0,711.0,56.0,520.0,227.0,0,1,0,0,0
25792,0,100.0,-542.0,-299.0,-975.0,0,0,1,0,0
