,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
24131,1,-5.0,-402.0,526.0,343.0,0,1,0,0,0
24132,1,-141.0,152.0,-228.0,185.0,0,0,1,0,0
24133,1,78.0,343.0,-359.0,312.0,1,0,0,0,0
24134,1,-88.0,161.0,-38.0,9.0,0,0,0,1,0
24140,0,928.0,34.0,619.0,-738.0,0,0,0,0,1
24141,0,-1572.0,-533.0,-1833.0,-1453.0,0,0,0,0,1
24142,0,114.0,383.0,-108.0,420.0,0,1,0,0,0
24143,0,-317.0,97.0,-246.0,-300.0,0,1,0,0,0
24144,0,54.0,-213.0,-318.0,-898.0,0,0,1,0,0
24145,0,-184.0,-43.0,-445.0,407.0,0,0,1,0,0
24146,0,-292.0,-64.0,-616.0,-420.0,1,0,0,0,0
24147,0,68.0,-26.0,744.0,595.0,1,0,0,0,0
24148,0,-492.0,-318.0,-217.0,146.0,0,0,0,1,0
24149,0,55.0,-212.0,384.0,536.0,0,0,0,1,0
24160,0,202.0,-315.0,691.0,-438.0,0,0,0,0,1
24161,0,-1230.0,-1000.0,-2877.0,-3367.0,0,1,0,0,0
24162,0,-242.0,-190.0,-781.0,-88.0,0,0,1,0,0
24163,0,-2235.0,-52.0,-2853.0,-109.0,1,0,0,0,0
24164,0,50.0,-3.0,-499.0,-1191.0,0,0,0,1,0
24170,1,910.0,440.0,1535.0,-202.0,0,0,0,0,1
24171,1,604.0,3451.0,1282.0,4345.0,0,1,0,0,0
24172,1,-78.0,-1357.0,233.0,-1701.0,0,0,1,0,0
24173,1,1258.0,949.0,2930.0,1952.0,1,0,0,0,0
24174,1,538.0,352.0,1061.0,1314.0,0,0,0,1,0
24180,0,713.0,-47.0,-1062.0,-999.0,0,0,0,0,1
24181,0,-964.0,-236.0,-1267.0,-1156.0,0,1,0,0,0
24182,0,-696.0,-63.0,-1099.0,297.0,0,0,1,0,0
24183,0,-821.0,-1397.0,-963.0,-1560.0,1,0,0,0,0
24184,0,219.0,208.0,120.0,-237.0,0,0,0,1,0
24190,0,-419.0,-705.0,-463.0,-623.0,0,0,0,0,1
24191,0,128.0,179.0,0.0,-290.0,0,1,0,0,0
24192,0,237.0,-16.0,541.0,153.0,0,0,1,0,0
24193,0,-35.0,-142.0,-298.0,-412.0,1,0,0,0,0
24194,0,-187.0,75.0,-312.0,-97.0,0,0,0,1,0
24200,0,259.0,255.0,1892.0,1336.0,0,0,0,0,1
24201,0,-40.0,160.0,1123.0,160.0,0,1,0,0,0
24202,0,174.0,-35.0,-765.0,-60.0,0,0,1,0,0
24203,0,-971.0,-48.0,-2608.0,-1072.0,1,0,0,0,0
24204,0,-349.0,-618.0,-959.0,-428.0,0,0,0,1,0
24210,1,-47.0,-367.0,988.0,670.0,0,0,0,0,1
24211,1,-153.0,-994.0,-696.0,-1645.0,0,1,0,0,0
24212,1,-20.0,-179.0,-270.0,-481.0,0,0,1,0,0
24213,1,159.0,-384.0,504.0,-409.0,1,0,0,0,0
24214,1,167.0,269.0,322.0,930.0,0,0,0,1,0
24220,0,66.0,26.0,1135.0,1031.0,0,0,0,0,1
24221,0,81.0,325.0,196.0,218.0,0,1,0,0,0
24222,0,-214.0,-205.0,-184.0,46.0,0,0,1,0,0
24223,0,-610.0,-764.0,-1377.0,-1477.0,1,0,0,0,0
24224,0,761.0,118.0,1005.0,438.0,0,0,0,1,0
24230,0,-37.0,-137.0,347.0,611.0,0,0,0,0,1
24231,0,357.0,-252.0,868.0,-659.0,0,1,0,0,0
24232,0,-454.0,-586.0,-93.0,-1027.0,0,0,1,0,0
24233,0,-647.0,328.0,146.0,619.0,1,0,0,0,0
24234,0,224.0,15.0,1494.0,1162.0,0,0,0,1,0
24240,1,394.0,196.0,530.0,194.0,0,0,0,0,1
24241,1,149.0,249.0,420.0,268.0,0,1,0,0,0
24242,1,101.0,217.0,-47.0,-226.0,0,0,1,0,0
24243,1,736.0,176.0,1238.0,499.0,1,0,0,0,0
24244,1,186.0,524.0,704.0,497.0,0,0,0,1,0
24250,1,-1221.0,-440.0,-2472.0,-802.0,0,0,0,0,1
24251,1,347.0,-203.0,664.0,-201.0,0,1,0,0,0
24252,1,523.0,460.0,-42.0,-210.0,0,0,1,0,0
24253,1,953.0,635.0,1688.0,802.0,1,0,0,0,0
24254,1,512.0,196.0,717.0,542.0,0,0,0,1,0
24260,0,367.0,230.0,503.0,-76.0,0,0,0,0,1
24261,0,-1003.0,-745.0,-870.0,-819.0,0,1,0,0,0
24262,0,-923.0,70.0,-1752.0,-353.0,0,0,1,0,0
24263,0,-1246.0,-865.0,-2204.0,-1263.0,1,0,0,0,0
24264,0,620.0,40.0,800.0,70.0,0,0,0,1,0
24270,1,566.0,324.0,1911.0,370.0,0,0,0,0,1
24271,1,-120.0,209.0,836.0,949.0,0,1,0,0,0
24272,1,-152.0,-264.0,320.0,827.0,0,0,1,0,0
24273,1,195.0,-383.0,361.0,-270.0,1,0,0,0,0
24274,1,137.0,591.0,280.0,1005.0,0,0,0,1,0
24280,1,-1609.0,-517.0,-2363.0,-1417.0,0,0,0,0,1
24281,1,-1358.0,-1538.0,-1990.0,-2611.0,0,1,0,0,0
24282,1,-243.0,-84.0,-461.0,284.0,0,0,1,0,0
24283,1,1263.0,292.0,1899.0,232.0,1,0,0,0,0
24284,1,-87.0,106.0,182.0,28.0,0,0,0,1,0
24290,1,641.0,345.0,556.0,-211.0,0,0,0,0,1
24291,1,576.0,824.0,1734.0,1684.0,0,1,0,0,0
24292,1,1164.0,1032.0,2955.0,1754.0,0,0,1,0,0
24293,1,118.0,226.0,1530.0,1161.0,1,0,0,0,0
24294,1,254.0,52.0,482.0,287.0,0,0,0,1,0
24300,0,,,,,0,0,0,0,1
24301,0,,,,,0,1,0,0,0
24302,0,,,,,0,0,1,0,0
24303,0,,,,,1,0,0,0,0
24304,0,,,,,0,0,0,1,0
24310,0,39.0,96.0,-719.0,-100.0,0,0,0,0,1
24311,0,175.0,-348.0,549.0,-760.0,0,1,0,0,0
24312,0,1049.0,998.0,1047.0,665.0,0,0,1,0,0
24313,0,-137.0,134.0,83.0,241.0,1,0,0,0,0
24314,0,113.0,-136.0,310.0,-64.0,0,0,0,1,0
24320,1,333.0,768.0,396.0,538.0,0,0,0,0,1
24321,1,204.0,632.0,278.0,1306.0,0,1,0,0,0
24322,1,-622.0,-140.0,-797.0,-31.0,0,0,1,0,0
24323,1,50.0,168.0,1063.0,472.0,1,0,0,0,0
24324,1,-84.0,-207.0,441.0,-293.0,0,0,0,1,0
24330,1,-465.0,-621.0,-45.0,-252.0,0,0,0,0,1
24331,1,99.0,-43.0,379.0,-665.0,0,1,0,0,0
24332,1,385.0,448.0,2359.0,359.0,0,0,1,0,0
24333,1,-39.0,489.0,-295.0,240.0,1,0,0,0,0
24334,1,-77.0,-357.0,152.0,299.0,0,0,0,1,0
24340,1,544.0,391.0,1990.0,796.0,0,0,0,0,1
24341,1,-234.0,-435.0,-277.0,-1221.0,0,1,0,0,0
24342,1,413.0,147.0,983.0,600.0,0,0,1,0,0
24343,1,557.0,185.0,754.0,470.0,1,0,0,0,0
24344,1,57.0,-6.0,379.0,-264.0,0,0,0,1,0
24350,0,-440.0,-550.0,-300.0,-1123.0,0,0,0,0,1
24351,0,-1572.0,-1399.0,-1804.0,-1513.0,0,1,0,0,0
24352,0,248.0,166.0,-529.0,751.0,0,0,1,0,0
24353,0,-879.0,-418.0,-2005.0,-1351.0,1,0,0,0,0
24354,0,-382.0,363.0,-920.0,-48.0,0,0,0,1,0
24360,0,647.0,252.0,1101.0,-22.0,0,0,0,0,1
24361,0,481.0,417.0,-329.0,-874.0,0,1,0,0,0
24362,0,195.0,546.0,-303.0,-125.0,0,0,1,0,0
24363,0,-550.0,-663.0,-381.0,-903.0,1,0,0,0,0
24364,0,-140.0,461.0,-347.0,639.0,0,0,0,1,0
24370,0,-11.0,-84.0,-398.0,-526.0,0,0,0,0,1
24371,0,-138.0,316.0,-254.0,1389.0,0,1,0,0,0
24372,0,-767.0,-336.0,-898.0,-619.0,0,0,1,0,0
24373,0,562.0,-196.0,1256.0,294.0,1,0,0,0,0
24374,0,-1238.0,-297.0,-2147.0,-592.0,0,0,0,1,0
24380,0,382.0,205.0,327.0,421.0,0,0,0,0,1
24381,0,-145.0,74.0,-1001.0,262.0,0,1,0,0,0
24382,0,-706.0,-826.0,-1906.0,-713.0,0,0,1,0,0
24383,0,99.0,-31.0,-1013.0,-1243.0,1,0,0,0,0
24384,0,330.0,-385.0,-292.0,-629.0,0,0,0,1,0
24390,0,-188.0,-82.0,-637.0,-626.0,0,0,0,0,1
24391,0,-307.0,-619.0,-19.0,-1027.0,0,1,0,0,0
24392,0,-965.0,-161.0,-1556.0,-314.0,0,0,1,0,0
24393,0,433.0,-245.0,814.0,-423.0,1,0,0,0,0
24394,0,-148.0,190.0,367.0,-29.0,0,0,0,1,0
24400,0,1049.0,-6.0,507.0,-704.0,0,0,0,0,1
24401,0,985.0,869.0,1243.0,119.0,0,1,0,0,0
24402,0,314.0,162.0,451.0,56.0,0,0,1,0,0
24403,0,-420.0,-383.0,-2030.0,-1536.0,1,0,0,0,0
24404,0,-677.0,-167.0,-1372.0,-1263.0,0,0,0,1,0
24410,0,-113.0,-119.0,-437.0,26.0,0,0,0,0,1
24411,0,-5.0,89.0,216.0,1034.0,0,1,0,0,0
24412,0,-4.0,738.0,31.0,717.0,0,0,1,0,0
24413,0,-582.0,-214.0,-1454.0,-360.0,1,0,0,0,0
24414,0,-304.0,-283.0,-1000.0,-426.0,0,0,0,1,0
24420,1,149.0,384.0,-738.0,-188.0,0,0,0,0,1
24421,1,1218.0,749.0,1443.0,2087.0,0,1,0,0,0
24422,1,-293.0,201.0,-170.0,-13.0,0,0,1,0,0
24423,1,956.0,756.0,509.0,6.0,1,0,0,0,0
24424,1,569.0,564.0,257.0,504.0,0,0,0,1,0
24430,1,5.0,111.0,289.0,615.0,0,0,0,0,1
24431,1,155.0,251.0,1182.0,707.0,0,1,0,0,0
24432,1,-472.0,-260.0,-383.0,-70.0,0,0,1,0,0
24433,1,-308.0,-122.0,-131.0,-3.0,1,0,0,0,0
24434,1,241.0,444.0,110.0,9.0,0,0,0,1,0
24440,0,-39.0,126.0,-634.0,-322.0,0,0,0,0,1
24441,0,-474.0,-544.0,-848.0,-592.0,0,1,0,0,0
24442,0,-198.0,45.0,-1199.0,94.0,0,0,1,0,0
24443,0,-182.0,-156.0,-1824.0,-669.0,1,0,0,0,0
24444,0,-115.0,-146.0,-464.0,-728.0,0,0,0,1,0
24450,1,267.0,320.0,1422.0,994.0,0,0,0,0,1
24451,1,667.0,934.0,2109.0,1604.0,0,1,0,0,0
24452,1,184.0,177.0,732.0,502.0,0,0,1,0,0
24453,1,720.0,114.0,2112.0,720.0,1,0,0,0,0
24454,1,570.0,79.0,1051.0,800.0,0,0,0,1,0
24460,1,28.0,39.0,435.0,-293.0,0,0,0,0,1
24461,1,294.0,442.0,506.0,547.0,0,1,0,0,0
24462,1,225.0,-425.0,312.0,-595.0,0,0,1,0,0
24463,1,1701.0,465.0,2530.0,679.0,1,0,0,0,0
24464,1,-623.0,238.0,-960.0,-724.0,0,0,0,1,0
24470,0,26.0,-207.0,-344.0,-437.0,0,0,0,0,1
24471,0,-56.0,-160.0,358.0,401.0,0,1,0,0,0
24472,0,56.0,106.0,1078.0,180.0,0,0,1,0,0
24473,0,567.0,39.0,1036.0,-644.0,1,0,0,0,0
24474,0,347.0,-58.0,472.0,-15.0,0,0,0,1,0
24480,0,382.0,310.0,-130.0,15.0,0,0,0,0,1
24481,0,1133.0,990.0,2066.0,2266.0,0,1,0,0,0
24482,0,-91.0,160.0,-337.0,-192.0,0,0,1,0,0
24483,0,161.0,-260.0,-1052.0,-994.0,1,0,0,0,0
24484,0,70.0,476.0,-388.0,-146.0,0,0,0,1,0
24490,0,586.0,312.0,1353.0,-613.0,0,0,0,0,1
24491,0,70.0,-364.0,-3.0,-1026.0,0,1,0,0,0
24492,0,-94.0,-70.0,441.0,655.0,0,0,1,0,0
24493,0,-774.0,214.0,-1359.0,573.0,1,0,0,0,0
24494,0,-172.0,-858.0,-429.0,-1659.0,0,0,0,1,0
24500,1,753.0,552.0,1589.0,170.0,0,0,0,0,1
24501,1,598.0,617.0,1067.0,330.0,0,1,0,0,0
24502,1,542.0,403.0,875.0,443.0,0,0,1,0,0
24503,1,583.0,231.0,818.0,738.0,1,0,0,0,0
24504,1,223.0,292.0,324.0,-164.0,0,0,0,1,0
24510,1,457.0,455.0,1108.0,1244.0,0,0,0,0,1
24511,1,-49.0,69.0,49.0,-784.0,0,1,0,0,0
24512,1,178.0,373.0,989.0,680.0,0,0,1,0,0
24513,1,507.0,-740.0,74.0,-1271.0,1,0,0,0,0
24514,1,659.0,257.0,642.0,512.0,0,0,0,1,0
24520,0,458.0,105.0,23.0,-86.0,0,0,0,0,1
24521,0,167.0,228.0,114.0,812.0,0,1,0,0,0
24522,0,146.0,-44.0,51.0,201.0,0,0,1,0,0
24523,0,144.0,-135.0,158.0,-750.0,1,0,0,0,0
24524,0,110.0,369.0,116.0,72.0,0,0,0,1,0
24530,1,-622.0,-20.0,-379.0,302.0,0,0,0,0,1
24531,1,813.0,551.0,2991.0,2380.0,0,1,0,0,0
24532,1,1318.0,870.0,2243.0,175.0,0,0,1,0,0
24533,1,2383.0,999.0,3588.0,1973.0,1,0,0,0,0
24534,1,366.0,851.0,1598.0,1083.0,0,0,0,1,0
24540,1,-92.0,-29.0,-94.0,739.0,0,0,0,0,1
24541,1,165.0,-17.0,539.0,32.0,0,1,0,0,0
24542,1,296.0,-186.0,692.0,-715.0,0,0,1,0,0
24543,1,-160.0,275.0,-92.0,358.0,1,0,0,0,0
24544,1,-87.0,-339.0,50.0,62.0,0,0,0,1,0
24550,0,-122.0,-222.0,-1016.0,-1521.0,0,0,0,0,1
24551,0,341.0,640.0,-250.0,-644.0,0,1,0,0,0
24552,0,-465.0,-442.0,-852.0,-771.0,0,0,1,0,0
24553,0,-1311.0,-611.0,-1457.0,-959.0,1,0,0,0,0
24554,0,542.0,128.0,1454.0,542.0,0,0,0,1,0
24560,1,381.0,-113.0,574.0,80.0,0,0,0,0,1
24561,1,388.0,401.0,638.0,171.0,0,1,0,0,0
24562,1,394.0,442.0,217.0,87.0,0,0,1,0,0
24563,1,-238.0,143.0,-145.0,372.0,1,0,0,0,0
24564,1,154.0,-39.0,498.0,248.0,0,0,0,1,0
24570,1,-680.0,-728.0,-1860.0,-406.0,0,0,0,0,1
24571,1,-83.0,-143.0,-439.0,-54.0,0,1,0,0,0
24572,1,-196.0,124.0,-664.0,-133.0,0,0,1,0,0
24573,1,-534.0,-519.0,-349.0,-559.0,1,0,0,0,0
24574,1,-37.0,-172.0,-190.0,173.0,0,0,0,1,0
24580,1,-883.0,-714.0,-1061.0,-875.0,0,0,0,0,1
24581,1,-293.0,-62.0,-297.0,-375.0,0,1,0,0,0
24582,1,-121.0,-276.0,51.0,265.0,0,0,1,0,0
24583,1,258.0,435.0,533.0,819.0,1,0,0,0,0
24584,1,70.0,564.0,-50.0,-94.0,0,0,0,1,0
24590,1,361.0,293.0,-114.0,-25.0,0,0,0,0,1
24591,1,316.0,113.0,15.0,-657.0,0,1,0,0,0
24592,1,280.0,-401.0,456.0,-206.0,0,0,1,0,0
24593,1,752.0,622.0,1568.0,1109.0,1,0,0,0,0
24594,1,261.0,383.0,637.0,277.0,0,0,0,1,0
24600,0,862.0,728.0,1622.0,1687.0,0,0,0,0,1
24601,0,-543.0,-439.0,-1089.0,-130.0,0,1,0,0,0
24602,0,209.0,125.0,-119.0,283.0,0,0,1,0,0
24603,0,-1014.0,-572.0,-1606.0,-995.0,1,0,0,0,0
24604,0,-490.0,-406.0,-675.0,-710.0,0,0,0,1,0
24610,0,1325.0,690.0,746.0,82.0,0,0,0,0,1
24611,0,1188.0,145.0,1714.0,1048.0,0,1,0,0,0
24612,0,49.0,-284.0,-154.0,-266.0,0,0,1,0,0
24613,0,27.0,-216.0,48.0,-277.0,1,0,0,0,0
24614,0,-38.0,90.0,-26.0,49.0,0,0,0,1,0
24620,1,387.0,593.0,1345.0,825.0,0,0,0,0,1
24621,1,644.0,654.0,1132.0,827.0,0,1,0,0,0
24622,1,781.0,711.0,866.0,514.0,0,0,1,0,0
24623,1,-1079.0,-267.0,-1586.0,-648.0,1,0,0,0,0
24624,1,1091.0,601.0,1849.0,1090.0,0,0,0,1,0
24630,1,439.0,285.0,982.0,420.0,0,0,0,0,1
24631,1,-975.0,-721.0,-1294.0,-837.0,0,1,0,0,0
24632,1,-271.0,-632.0,-1141.0,-1212.0,0,0,1,0,0
24633,1,443.0,319.0,432.0,292.0,1,0,0,0,0
24634,1,310.0,-19.0,349.0,46.0,0,0,0,1,0
24640,0,-275.0,-256.0,2.0,-347.0,0,0,0,0,1
24641,0,-22.0,-247.0,370.0,327.0,0,1,0,0,0
24642,0,-363.0,69.0,-439.0,328.0,0,0,1,0,0
24643,0,80.0,-267.0,207.0,-844.0,1,0,0,0,0
24644,0,190.0,168.0,186.0,66.0,0,0,0,1,0
24650,0,-653.0,-509.0,-121.0,-299.0,0,0,0,0,1
24651,0,-12.0,880.0,-179.0,546.0,0,1,0,0,0
24652,0,-274.0,-830.0,-204.0,-475.0,0,0,1,0,0
24653,0,-62.0,-481.0,-609.0,-1082.0,1,0,0,0,0
24654,0,149.0,2.0,18.0,-2.0,0,0,0,1,0
24660,0,-791.0,-478.0,-2121.0,-1739.0,0,0,0,0,1
24661,0,-349.0,-110.0,-1107.0,-1252.0,0,1,0,0,0
24662,0,-287.0,-263.0,-697.0,-779.0,0,0,1,0,0
24663,0,145.0,-99.0,-158.0,13.0,1,0,0,0,0
24664,0,-314.0,225.0,-354.0,391.0,0,0,0,1,0
24670,1,-45.0,-471.0,-575.0,-985.0,0,0,0,0,1
24671,1,774.0,594.0,1606.0,1090.0,0,1,0,0,0
24672,1,404.0,511.0,2014.0,1801.0,0,0,1,0,0
24673,1,728.0,189.0,2168.0,484.0,1,0,0,0,0
24674,1,298.0,293.0,147.0,-166.0,0,0,0,1,0
24680,1,-191.0,-517.0,-28.0,-209.0,0,0,0,0,1
24681,1,333.0,-82.0,1036.0,455.0,0,1,0,0,0
24682,1,3.0,-197.0,571.0,94.0,0,0,1,0,0
24683,1,156.0,285.0,1031.0,325.0,1,0,0,0,0
24684,1,18.0,-231.0,232.0,-390.0,0,0,0,1,0
24690,0,-465.0,-243.0,-1289.0,-529.0,0,0,0,0,1
24691,0,-328.0,-265.0,-677.0,341.0,0,1,0,0,0
24692,0,278.0,444.0,-476.0,7.0,0,0,1,0,0
24693,0,-142.0,146.0,-252.0,-160.0,1,0,0,0,0
24694,0,-170.0,-101.0,-86.0,-419.0,0,0,0,1,0
24700,0,-303.0,-462.0,-1159.0,-2290.0,0,0,0,0,1
24701,0,11.0,149.0,-97.0,97.0,0,1,0,0,0
24702,0,494.0,-63.0,376.0,-479.0,0,0,1,0,0
24703,0,-453.0,-467.0,-568.0,-534.0,1,0,0,0,0
24704,0,-93.0,-24.0,139.0,405.0,0,0,0,1,0
24710,0,398.0,464.0,398.0,189.0,0,0,0,0,1
24711,0,-1432.0,-1247.0,-1836.0,-1475.0,0,1,0,0,0
24712,0,-316.0,-80.0,-1097.0,-181.0,0,0,1,0,0
24713,0,-704.0,-182.0,-2194.0,-798.0,1,0,0,0,0
24714,0,-305.0,-206.0,-751.0,-119.0,0,0,0,1,0
24720,0,-260.0,-53.0,-928.0,-722.0,0,0,0,0,1
24721,0,-18.0,-277.0,-250.0,-312.0,0,1,0,0,0
24722,0,-940.0,-399.0,-1522.0,-1126.0,0,0,1,0,0
24723,0,129.0,432.0,-1039.0,-187.0,1,0,0,0,0
24724,0,-267.0,-27.0,-424.0,-94.0,0,0,0,1,0
24730,0,-1647.0,-617.0,-1961.0,-1066.0,0,0,0,0,1
24731,0,896.0,130.0,1922.0,1605.0,0,1,0,0,0
24732,0,-222.0,-142.0,1.0,44.0,0,0,1,0,0
24733,0,-1021.0,-809.0,-2045.0,-938.0,1,0,0,0,0
24734,0,-406.0,49.0,-692.0,250.0,0,0,0,1,0
24740,1,-501.0,297.0,84.0,509.0,0,0,0,0,1
24741,1,-230.0,107.0,-343.0,699.0,0,1,0,0,0
24742,1,-163.0,213.0,66.0,589.0,0,0,1,0,0
24743,1,-206.0,-493.0,-828.0,-602.0,1,0,0,0,0
24744,1,-136.0,-298.0,-278.0,-448.0,0,0,0,1,0
24750,0,-576.0,-592.0,-848.0,-808.0,0,0,0,0,1
24751,0,256.0,-154.0,-420.0,-1158.0,0,1,0,0,0
24752,0,120.0,83.0,-296.0,-762.0,0,0,1,0,0
24753,0,405.0,298.0,1410.0,216.0,1,0,0,0,0
24754,0,572.0,128.0,1123.0,86.0,0,0,0,1,0
24760,0,-265.0,85.0,-330.0,98.0,0,0,0,0,1
24761,0,-79.0,442.0,616.0,609.0,0,1,0,0,0
24762,0,-204.0,-120.0,-634.0,-303.0,0,0,1,0,0
24763,0,82.0,-120.0,263.0,-75.0,1,0,0,0,0
24764,0,55.0,376.0,96.0,911.0,0,0,0,1,0
24770,0,-499.0,227.0,-1316.0,-266.0,0,0,0,0,1
24771,0,354.0,1139.0,-54.0,835.0,0,1,0,0,0
24772,0,177.0,-520.0,222.0,-731.0,0,0,1,0,0
24773,0,273.0,579.0,267.0,229.0,1,0,0,0,0
24774,0,342.0,-283.0,-183.0,-1023.0,0,0,0,1,0
24780,1,-307.0,-456.0,416.0,66.0,0,0,0,0,1
24781,1,171.0,648.0,253.0,737.0,0,1,0,0,0
24782,1,161.0,-197.0,773.0,656.0,0,0,1,0,0
24783,1,28.0,269.0,1024.0,1476.0,1,0,0,0,0
24784,1,-228.0,17.0,728.0,1036.0,0,0,0,1,0
24790,0,-451.0,-474.0,-925.0,-848.0,0,0,0,0,1
24791,0,-499.0,-364.0,-147.0,153.0,0,1,0,0,0
24792,0,498.0,-22.0,981.0,205.0,0,0,1,0,0
24793,0,123.0,57.0,1090.0,2.0,1,0,0,0,0
24794,0,475.0,-6.0,527.0,292.0,0,0,0,1,0
24800,0,-423.0,-120.0,-1255.0,-622.0,0,0,0,0,1
24801,0,354.0,420.0,165.0,81.0,0,1,0,0,0
24802,0,-498.0,-264.0,-1166.0,-474.0,0,0,1,0,0
24803,0,-90.0,-130.0,-459.0,132.0,1,0,0,0,0
24804,0,-180.0,26.0,-233.0,78.0,0,0,0,1,0
24810,1,201.0,-147.0,1076.0,857.0,0,0,0,0,1
24811,1,-41.0,-208.0,570.0,757.0,0,1,0,0,0
24812,1,88.0,147.0,1233.0,1065.0,0,0,1,0,0
24813,1,141.0,231.0,-390.0,-756.0,1,0,0,0,0
24814,1,-94.0,73.0,-464.0,-925.0,0,0,0,1,0
24820,0,286.0,-155.0,818.0,-299.0,0,0,0,0,1
24821,0,-287.0,-659.0,-607.0,-1112.0,0,1,0,0,0
24822,0,27.0,226.0,424.0,982.0,0,0,1,0,0
24823,0,-448.0,518.0,-614.0,489.0,1,0,0,0,0
24824,0,-379.0,-840.0,-434.0,-963.0,0,0,0,1,0
24830,1,28.0,688.0,310.0,688.0,0,0,0,0,1
24831,1,258.0,209.0,1034.0,614.0,0,1,0,0,0
24832,1,297.0,-38.0,385.0,281.0,0,0,1,0,0
24833,1,147.0,-41.0,-89.0,-754.0,1,0,0,0,0
24834,1,-180.0,49.0,163.0,1063.0,0,0,0,1,0
24840,0,-543.0,-320.0,257.0,1139.0,0,0,0,0,1
24841,0,-120.0,-402.0,-184.0,-712.0,0,1,0,0,0
24842,0,-200.0,-15.0,-1056.0,-414.0,0,0,1,0,0
24843,0,-1804.0,-74.0,-2817.0,-236.0,1,0,0,0,0
24844,0,-1226.0,-1234.0,-1825.0,-1313.0,0,0,0,1,0
24850,0,-154.0,-320.0,-96.0,-724.0,0,0,0,0,1
24851,0,-34.0,44.0,-268.0,-546.0,0,1,0,0,0
24852,0,328.0,-99.0,1562.0,1015.0,0,0,1,0,0
24853,0,-393.0,-88.0,250.0,407.0,1,0,0,0,0
24854,0,24.0,293.0,-66.0,375.0,0,0,0,1,0
24860,1,813.0,435.0,1249.0,859.0,0,0,0,0,1
24861,1,315.0,224.0,-7.0,-538.0,0,1,0,0,0
24862,1,612.0,274.0,567.0,-57.0,0,0,1,0,0
24863,1,242.0,368.0,691.0,747.0,1,0,0,0,0
24864,1,19.0,-88.0,291.0,-380.0,0,0,0,1,0
24870,1,-120.0,-29.0,-113.0,-122.0,0,0,0,0,1
24871,1,307.0,398.0,687.0,473.0,0,1,0,0,0
24872,1,573.0,569.0,665.0,1112.0,0,0,1,0,0
24873,1,874.0,453.0,858.0,-331.0,1,0,0,0,0
24874,1,162.0,270.0,212.0,-31.0,0,0,0,1,0
24880,1,215.0,113.0,257.0,476.0,0,0,0,0,1
24881,1,92.0,-79.0,991.0,722.0,0,1,0,0,0
24882,1,-49.0,-99.0,448.0,41.0,0,0,1,0,0
24883,1,-258.0,242.0,887.0,764.0,1,0,0,0,0
24884,1,-59.0,-254.0,-3.0,358.0,0,0,0,1,0
24890,1,200.0,-371.0,-94.0,-133.0,0,0,0,0,1
24891,1,1990.0,3098.0,3117.0,3782.0,0,1,0,0,0
24892,1,636.0,-47.0,1543.0,-260.0,0,0,1,0,0
24893,1,-79.0,261.0,105.0,595.0,1,0,0,0,0
24894,1,184.0,739.0,590.0,1099.0,0,0,0,1,0
24900,1,4.0,-182.0,801.0,37.0,0,0,0,0,1
24901,1,191.0,429.0,740.0,1131.0,0,1,0,0,0
24902,1,252.0,-29.0,21.0,-250.0,0,0,1,0,0
24903,1,91.0,-17.0,-917.0,176.0,1,0,0,0,0
24904,1,67.0,29.0,-317.0,-180.0,0,0,0,1,0
24910,0,1007.0,707.0,1464.0,803.0,0,0,0,0,1
24911,0,-147.0,-89.0,-404.0,-45.0,0,1,0,0,0
24912,0,184.0,586.0,121.0,335.0,0,0,1,0,0
24913,0,-1254.0,-1632.0,-1770.0,-1053.0,1,0,0,0,0
24914,0,781.0,1224.0,428.0,1422.0,0,0,0,1,0
24920,0,-1132.0,-454.0,-2113.0,306.0,0,0,0,0,1
24921,0,69.0,-336.0,98.0,-376.0,0,1,0,0,0
24922,0,39.0,404.0,592.0,382.0,0,0,1,0,0
24923,0,371.0,-8.0,609.0,118.0,1,0,0,0,0
24924,0,-64.0,372.0,-26.0,193.0,0,0,0,1,0
24930,0,490.0,564.0,635.0,348.0,0,0,0,0,1
24931,0,-566.0,-129.0,-1201.0,-883.0,0,1,0,0,0
24932,0,-116.0,-521.0,-4.0,-641.0,0,0,1,0,0
24933,0,89.0,503.0,243.0,347.0,1,0,0,0,0
24934,0,9.0,350.0,291.0,1044.0,0,0,0,1,0
24940,0,-268.0,-244.0,206.0,766.0,0,0,0,0,1
24941,0,-535.0,112.0,-851.0,346.0,0,1,0,0,0
24942,0,-875.0,-174.0,-913.0,30.0,0,0,1,0,0
24943,0,168.0,-205.0,-689.0,-246.0,1,0,0,0,0
24944,0,-137.0,-352.0,-224.0,-532.0,0,0,0,1,0
24950,1,-300.0,-97.0,-398.0,477.0,0,0,0,0,1
24951,1,-133.0,-737.0,-208.0,-382.0,0,1,0,0,0
24952,1,652.0,336.0,284.0,571.0,0,0,1,0,0
24953,1,313.0,517.0,-244.0,125.0,1,0,0,0,0
24954,1,-245.0,-155.0,-711.0,-305.0,0,0,0,1,0
24960,0,-241.0,-635.0,-973.0,-1059.0,0,0,0,0,1
24961,0,1.0,420.0,-269.0,3.0,0,1,0,0,0
24962,0,432.0,773.0,426.0,678.0,0,0,1,0,0
24963,0,-106.0,-19.0,-209.0,26.0,1,0,0,0,0
