,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15
3492,1,-154.0,766.0,-95.0,1518.0
3494,0,-1273.0,-1123.0,-2041.0,-3537.0
3496,1,297.0,437.0,356.0,306.0
3498,0,-523.0,-1278.0,-773.0,-2200.0
3500,0,-1779.0,-1584.0,-176.0,-1051.0
3502,0,-1434.0,-243.0,-1735.0,-1316.0
3504,0,-45.0,739.0,-741.0,-626.0
3506,0,-1709.0,-1548.0,-4027.0,-3591.0
3508,1,2205.0,1833.0,3607.0,1206.0
3510,1,-330.0,-468.0,1914.0,1138.0
3512,1,135.0,403.0,809.0,735.0
3514,1,-1206.0,-622.0,-1211.0,-2787.0
3516,0,-1515.0,-898.0,-2519.0,-1578.0
3518,1,-496.0,-2150.0,1181.0,501.0
3520,0,245.0,368.0,-241.0,-1047.0
3522,1,640.0,771.0,3245.0,3249.0
3524,0,-2133.0,-1505.0,-4073.0,-1514.0
3526,0,-579.0,-502.0,-43.0,-781.0
3528,0,-2881.0,-1737.0,-5305.0,-3551.0
3530,0,1226.0,222.0,-3289.0,-2389.0
3532,1,-1631.0,-785.0,-6132.0,-2947.0
3534,1,1752.0,1226.0,5330.0,932.0
3536,0,10.0,-178.0,-229.0,-1131.0
3538,0,-836.0,-271.0,352.0,1252.0
3540,0,-627.0,-1096.0,-2402.0,-2435.0
3542,0,1350.0,-15.0,1472.0,-1324.0
3544,1,3149.0,2552.0,7613.0,4824.0
3546,0,-573.0,75.0,-260.0,611.0
3548,1,1280.0,907.0,4650.0,3008.0
3550,0,-1192.0,-101.0,-1830.0,-1363.0
3552,0,-1055.0,919.0,-1772.0,-1587.0
3554,0,-729.0,-156.0,-3477.0,-2468.0
3556,1,-206.0,361.0,510.0,1360.0
3558,1,111.0,664.0,3038.0,2350.0
3560,1,843.0,1717.0,3775.0,3560.0
3562,0,-155.0,949.0,617.0,-157.0
3564,1,1619.0,1780.0,3461.0,1994.0
3566,0,-144.0,-681.0,-1751.0,-1775.0
3568,1,4525.0,2830.0,4846.0,915.0
3570,1,334.0,795.0,1541.0,3864.0
3572,0,-340.0,-1065.0,-187.0,-993.0
3574,0,-498.0,59.0,-1179.0,-2248.0
3576,1,1890.0,1722.0,4947.0,4421.0
3578,0,-1449.0,322.0,-2871.0,-196.0
3580,0,-1651.0,-1209.0,-3739.0,-1618.0
3582,0,-112.0,124.0,-653.0,1659.0
3584,0,-853.0,-719.0,-2297.0,-2254.0
3586,0,647.0,2330.0,-663.0,1759.0
3588,1,-1060.0,-991.0,201.0,-313.0
3590,1,-561.0,181.0,-696.0,-1526.0
3592,0,1077.0,1110.0,3314.0,1982.0
3594,0,-2622.0,-1213.0,-5352.0,-1879.0
3596,0,-204.0,305.0,-105.0,-887.0
3598,0,362.0,-474.0,891.0,-310.0
3600,0,-581.0,-838.0,205.0,-1176.0
3602,1,2648.0,1187.0,2704.0,1285.0
3604,0,961.0,751.0,842.0,169.0
3606,1,987.0,635.0,1078.0,1190.0
3608,0,-1170.0,-537.0,-1058.0,-390.0
3610,0,-519.0,-26.0,-2443.0,167.0
3612,1,414.0,972.0,-622.0,357.0
3614,1,-24.0,-557.0,3442.0,2485.0
3616,1,1771.0,644.0,2801.0,1603.0
3618,1,222.0,-556.0,-84.0,16.0
3620,1,-250.0,743.0,1356.0,1652.0
3622,1,789.0,202.0,2297.0,2248.0
3624,1,2398.0,1268.0,3643.0,2111.0
3626,0,2309.0,1661.0,214.0,1715.0
3628,0,-3382.0,-3205.0,-5835.0,-2879.0
3630,1,1193.0,638.0,4893.0,2223.0
3632,1,514.0,854.0,201.0,-209.0
3634,0,-2479.0,-1168.0,-3614.0,-1581.0
3636,1,-950.0,1.0,-2736.0,-824.0
3638,0,-327.0,138.0,-732.0,-944.0
3640,1,1288.0,220.0,-593.0,-884.0
3642,1,-2978.0,-1973.0,-4033.0,-2756.0
3644,1,1517.0,832.0,5298.0,3284.0
3646,0,-4606.0,-3399.0,-8791.0,-5800.0
3648,0,2.0,-287.0,1006.0,-1060.0
3650,0,-2313.0,-1112.0,-2959.0,-562.0
3652,0,433.0,563.0,887.0,-1021.0
3654,0,107.0,-834.0,-1995.0,-1682.0
3656,0,-388.0,-147.0,766.0,399.0
3658,0,-1532.0,-1145.0,-3978.0,-1858.0
3660,1,1089.0,1477.0,2863.0,1946.0
3662,0,-1258.0,-789.0,-2340.0,-3282.0
3664,1,3103.0,589.0,2577.0,1281.0
3666,0,-1178.0,-2578.0,944.0,72.0
3668,1,-235.0,25.0,-981.0,949.0
3670,0,-855.0,-345.0,-2287.0,210.0
3672,0,-1638.0,-2027.0,-4581.0,-4122.0
3674,1,-497.0,76.0,-492.0,-1212.0
3676,1,1426.0,2145.0,4116.0,4077.0
3678,0,1100.0,-1123.0,-1202.0,-1402.0
3680,1,582.0,791.0,2702.0,2864.0
3682,1,1378.0,2501.0,3293.0,4239.0
3684,1,818.0,541.0,-1318.0,-1862.0
3686,0,-1859.0,-3482.0,-4010.0,-5706.0
3688,1,1054.0,92.0,1170.0,-2219.0
3690,1,-681.0,-210.0,-1967.0,-1144.0
3692,1,2535.0,637.0,2632.0,2050.0
3694,1,758.0,2026.0,1819.0,1868.0
3696,1,-739.0,-1850.0,47.0,-1514.0
3698,1,1068.0,1155.0,1803.0,23.0
3700,1,754.0,1412.0,1973.0,3120.0
3702,0,-48.0,-1259.0,696.0,-446.0
3704,0,1091.0,570.0,1572.0,423.0
3706,1,2559.0,1408.0,2127.0,670.0
3708,0,-1737.0,-1864.0,-4205.0,-5203.0
3710,1,200.0,505.0,2700.0,681.0
3712,1,2283.0,1570.0,3868.0,3125.0
3714,0,336.0,-734.0,-1247.0,-1343.0
3716,0,-784.0,-574.0,-1626.0,416.0
3718,1,1512.0,-213.0,2654.0,-830.0
3720,0,-1134.0,-2468.0,-4822.0,-3668.0
3722,0,696.0,1450.0,806.0,1523.0
3724,1,1147.0,1220.0,2435.0,1618.0
3726,1,1714.0,1444.0,57.0,1204.0
3728,1,124.0,-534.0,1846.0,-824.0
3730,1,1159.0,831.0,5763.0,4800.0
3732,0,1408.0,708.0,756.0,969.0
3734,0,1691.0,627.0,4475.0,2827.0
3736,0,-1444.0,-848.0,-1825.0,-401.0
3738,0,-732.0,-911.0,-1932.0,-3482.0
3740,0,-3963.0,-976.0,-7622.0,-3091.0
3742,0,-1393.0,-1240.0,-4668.0,-3628.0
3744,1,626.0,57.0,3088.0,306.0
3746,1,1704.0,1527.0,1927.0,586.0
3748,0,-529.0,125.0,-2347.0,-2485.0
3750,1,1330.0,-430.0,3063.0,2036.0
3752,0,-1435.0,-1701.0,-1598.0,-2539.0
3754,1,1409.0,945.0,3252.0,1477.0
3756,0,-969.0,-1243.0,-2417.0,-3778.0
3758,1,-1322.0,-314.0,-2022.0,-1191.0
3760,0,1019.0,89.0,547.0,-1536.0
3762,1,810.0,341.0,2741.0,-62.0
3764,0,203.0,-23.0,-504.0,-1698.0
3766,0,-984.0,-751.0,-1462.0,-121.0
3768,0,-227.0,349.0,-621.0,671.0
3770,1,1364.0,1433.0,2933.0,992.0
3772,0,-80.0,766.0,-151.0,-1163.0
3774,1,-470.0,939.0,-1083.0,2264.0
3776,0,-411.0,1175.0,-391.0,-86.0
3778,1,195.0,253.0,-559.0,181.0
3780,0,-1607.0,-1791.0,-3355.0,-2236.0
3782,1,1232.0,1367.0,1825.0,442.0
3784,0,-2591.0,-1803.0,-3031.0,-2314.0
3786,1,791.0,1617.0,1039.0,3199.0
3788,1,1895.0,-290.0,2556.0,1055.0
3790,1,96.0,160.0,-2229.0,301.0
3792,0,-1961.0,-2018.0,-4317.0,-4507.0
3794,1,-651.0,-781.0,1410.0,1162.0
3796,0,-689.0,-736.0,-165.0,-2392.0
3798,0,661.0,547.0,267.0,241.0
3800,1,151.0,806.0,922.0,-143.0
3802,1,314.0,695.0,2114.0,2053.0
3804,0,-1396.0,-768.0,-4105.0,-2608.0
3806,1,407.0,724.0,1436.0,819.0
3808,1,947.0,1279.0,1753.0,78.0
3810,0,2738.0,1070.0,3890.0,-331.0
3812,0,-1769.0,541.0,-1909.0,-221.0
3814,1,4714.0,4414.0,6785.0,4336.0
3816,0,-3279.0,-1940.0,-5226.0,-2051.0
3818,1,736.0,51.0,2796.0,231.0
3820,0,-2350.0,-953.0,-3677.0,-1976.0
3822,1,-1386.0,-548.0,-652.0,947.0
3824,1,2022.0,1441.0,2963.0,1318.0
3826,1,1619.0,1053.0,2261.0,284.0
3828,0,-2176.0,-658.0,-3849.0,-2199.0
3830,1,1963.0,1381.0,2218.0,-836.0
3832,1,-939.0,-1179.0,-4445.0,-2902.0
3834,0,-156.0,626.0,-1637.0,-1175.0
3836,1,1121.0,1509.0,4148.0,2672.0
3838,0,-1399.0,-579.0,-3564.0,-2391.0
3840,0,-503.0,-1577.0,-2166.0,-2949.0
3842,1,1858.0,660.0,4326.0,4057.0
3844,1,1974.0,635.0,3455.0,316.0
3846,0,-614.0,-830.0,-757.0,1082.0
3848,0,-1039.0,-212.0,-3563.0,-1091.0
3850,1,-137.0,-811.0,67.0,-669.0
3852,0,372.0,-876.0,-581.0,-2372.0
3854,1,931.0,1281.0,3337.0,2850.0
3856,1,622.0,-332.0,260.0,-1787.0
3858,1,1273.0,899.0,4226.0,2007.0
3860,0,-159.0,565.0,-2527.0,-2326.0
3862,1,-887.0,-553.0,266.0,1013.0
3864,0,-1530.0,-784.0,-1424.0,-169.0
3866,0,-293.0,-471.0,-2320.0,-2607.0
3868,0,953.0,962.0,1551.0,-600.0
3870,0,-933.0,-1969.0,185.0,-673.0
3872,0,-23.0,-746.0,-1163.0,-2312.0
3874,1,614.0,557.0,2557.0,234.0
3876,1,-1694.0,-2084.0,-3342.0,-1062.0
3878,1,-1043.0,-113.0,-1813.0,-1373.0
3880,1,346.0,747.0,3025.0,2205.0
3882,0,500.0,821.0,774.0,549.0
3884,0,-201.0,-211.0,-594.0,529.0
3886,0,-1064.0,-1094.0,-1987.0,-2489.0
3888,0,-685.0,-165.0,-2330.0,-1127.0
3890,1,1108.0,736.0,4861.0,2528.0
3892,1,5275.0,3131.0,11117.0,8336.0
3894,1,2841.0,2346.0,1568.0,1433.0
3896,0,-848.0,-586.0,-2997.0,-1267.0
3898,1,1839.0,974.0,4376.0,1607.0
3900,0,1086.0,215.0,-642.0,-165.0
3902,0,-218.0,-990.0,-464.0,-1938.0
3904,1,2727.0,1567.0,4183.0,1169.0
3906,0,295.0,308.0,216.0,-1641.0
3908,1,-724.0,-1228.0,-449.0,-826.0
3910,0,283.0,239.0,1304.0,302.0
3912,1,829.0,1531.0,4381.0,4449.0
3914,1,-1335.0,-678.0,473.0,-81.0
3916,1,-1411.0,-932.0,-1772.0,1097.0
3918,1,879.0,-22.0,1393.0,114.0
3920,1,2351.0,1838.0,5560.0,3732.0
3922,1,2997.0,1426.0,5793.0,2302.0
3924,1,2686.0,2428.0,6010.0,3665.0
3926,0,-867.0,485.0,-4114.0,-2149.0
3928,1,1061.0,696.0,550.0,-1016.0
3930,0,291.0,-480.0,-1595.0,-1616.0
3932,1,403.0,-2.0,2890.0,1920.0
3934,0,91.0,711.0,836.0,1086.0
3936,1,-425.0,-385.0,-16.0,-763.0
3938,0,-372.0,436.0,-3745.0,-962.0
3940,1,-662.0,-361.0,-2105.0,-2027.0
3942,1,1345.0,782.0,4994.0,5190.0
3944,0,-1967.0,-2279.0,-5448.0,-2920.0
3946,1,-1021.0,-653.0,-2526.0,-470.0
3948,1,1739.0,1349.0,4914.0,3197.0
3950,1,1232.0,1229.0,1815.0,1266.0
3952,1,-922.0,-969.0,-1899.0,-2362.0
3954,0,169.0,-1249.0,-1243.0,-4914.0
3956,1,3533.0,1566.0,7538.0,2930.0
3958,0,-1153.0,-814.0,-692.0,-2076.0
3960,0,-1302.0,-1339.0,-3576.0,-1785.0
3962,1,3386.0,2700.0,2076.0,1176.0
3964,1,882.0,1000.0,3434.0,2228.0
3966,1,,,,
3968,1,-93.0,293.0,1312.0,676.0
3970,0,-98.0,-184.0,159.0,-852.0
3972,1,2487.0,1724.0,5795.0,3540.0
3974,0,-1927.0,-2076.0,-1958.0,-3848.0
3976,1,583.0,224.0,1143.0,1571.0
3978,1,-676.0,-211.0,1752.0,29.0
3980,0,-1390.0,-1522.0,-2805.0,-4734.0
3982,1,3655.0,1714.0,5505.0,2284.0
3984,1,,,,
3986,1,-1208.0,-441.0,755.0,2626.0
3988,0,-309.0,-707.0,-665.0,-271.0
3990,0,-727.0,-1364.0,-154.0,-4125.0
3992,1,3428.0,1351.0,6749.0,4355.0
3994,0,-727.0,-1032.0,299.0,-168.0
3996,0,49.0,-908.0,-442.0,-752.0
3998,0,378.0,211.0,-16.0,-249.0
4000,0,-2604.0,-1516.0,-6076.0,-3780.0
4002,1,1676.0,-99.0,2559.0,255.0
4004,0,-2086.0,-2964.0,-844.0,-3181.0
4006,1,1445.0,854.0,1306.0,2042.0
4008,1,582.0,302.0,1805.0,568.0
4010,0,732.0,1907.0,230.0,1607.0
4012,1,2495.0,1525.0,3381.0,491.0
4014,1,721.0,1267.0,-502.0,-985.0
4016,1,2922.0,2165.0,8476.0,6609.0
4018,0,-212.0,-1032.0,-283.0,-416.0
4020,0,2357.0,2183.0,3048.0,1782.0
4022,0,644.0,475.0,-276.0,-202.0
4024,0,-2999.0,-1882.0,-2748.0,-1789.0
4026,0,-128.0,-275.0,-390.0,163.0
4028,1,2820.0,1396.0,7129.0,5050.0
4030,1,-953.0,-1395.0,-3601.0,-2546.0
4032,1,1316.0,-84.0,1526.0,-83.0
4034,1,1420.0,763.0,5809.0,4306.0
4036,1,2783.0,931.0,2226.0,503.0
4038,1,1356.0,-351.0,5004.0,283.0
4040,0,-1611.0,-357.0,-4703.0,-1140.0
4042,1,603.0,-205.0,2095.0,440.0
4044,0,-3011.0,-1891.0,-1789.0,-853.0
4046,0,388.0,255.0,-1573.0,-149.0
4048,0,1393.0,1694.0,2330.0,721.0
4050,0,-2603.0,-3059.0,-4741.0,-4457.0
4052,1,-59.0,-609.0,1508.0,1644.0
4054,1,1463.0,906.0,4373.0,1728.0
4056,1,3426.0,2640.0,6745.0,3933.0
4058,0,-1289.0,-735.0,-4271.0,-3404.0
4060,1,2018.0,1044.0,3519.0,4181.0
4062,1,2363.0,1738.0,3789.0,460.0
4064,0,657.0,875.0,-2821.0,-329.0
4066,1,896.0,-73.0,827.0,-634.0
4068,1,1166.0,1266.0,1636.0,744.0
4070,0,-24.0,-453.0,1028.0,-1476.0
4072,1,851.0,990.0,1547.0,1246.0
4074,0,657.0,-128.0,1181.0,-1408.0
4075,0,-581.0,-308.0,65.0,-17.0
4078,1,1136.0,225.0,2331.0,-210.0
4080,1,299.0,327.0,-411.0,-499.0
4082,0,-1894.0,-311.0,-3523.0,-1732.0
4083,0,-2154.0,-625.0,-2735.0,-792.0
4086,0,-898.0,-895.0,-2246.0,-2890.0
4088,1,369.0,1016.0,1376.0,1208.0
4090,0,-2014.0,-1458.0,-4042.0,-2529.0
4092,1,-623.0,-73.0,-2519.0,-1229.0
4094,0,-2058.0,-1336.0,-3538.0,-2974.0
4096,0,,,,
4098,0,-2796.0,-2013.0,-5448.0,-3084.0
4100,1,749.0,1265.0,-341.0,1592.0
4102,1,1424.0,2491.0,2818.0,2576.0
4104,0,1353.0,140.0,2419.0,417.0
4106,1,1859.0,452.0,5095.0,2403.0
4108,1,2253.0,2318.0,2141.0,1387.0
4110,0,281.0,-332.0,-981.0,-2806.0
4112,1,2980.0,2128.0,4660.0,1848.0
4114,1,1582.0,41.0,768.0,-1584.0
4116,1,-94.0,-3.0,2803.0,2828.0
4118,1,2311.0,2311.0,8128.0,6969.0
4120,0,477.0,-307.0,-603.0,-2885.0
4122,1,2364.0,1835.0,-48.0,-109.0
4124,0,-400.0,-1684.0,213.0,-2702.0
4126,1,-859.0,647.0,-2628.0,-2023.0
4128,0,-793.0,-1952.0,-3594.0,-5240.0
4130,0,406.0,578.0,-2121.0,-922.0
4132,0,-1355.0,-1581.0,-2338.0,-1039.0
4134,1,318.0,-467.0,862.0,171.0
4136,0,678.0,676.0,2784.0,529.0
4138,1,-259.0,-1068.0,-99.0,-1829.0
4140,1,-12.0,596.0,-2175.0,-278.0
4142,1,1635.0,2417.0,3094.0,1587.0
4144,1,411.0,-964.0,1988.0,-1222.0
4146,1,-513.0,-670.0,189.0,182.0
4148,1,-2341.0,-1373.0,-2852.0,-676.0
4150,1,2616.0,2063.0,2658.0,-453.0
4152,1,875.0,1400.0,4720.0,2891.0
4154,1,10.0,-34.0,1114.0,1868.0
4156,0,-2933.0,-2327.0,-3445.0,-2508.0
4158,0,1474.0,878.0,444.0,-1593.0
4160,1,3313.0,1660.0,4776.0,2663.0
4162,0,10.0,424.0,-659.0,332.0
4164,1,250.0,59.0,536.0,-151.0
4166,0,14.0,366.0,-194.0,-1497.0
4168,0,150.0,1881.0,1718.0,3503.0
4170,1,1252.0,578.0,2950.0,-236.0
4172,1,-536.0,323.0,-985.0,-787.0
4174,1,-1475.0,-757.0,-3187.0,-464.0
4176,1,2780.0,3079.0,5557.0,4446.0
4178,0,-770.0,191.0,324.0,-68.0
4180,0,-116.0,-533.0,-30.0,584.0
4182,1,-1193.0,763.0,-652.0,1764.0
4184,0,-613.0,-897.0,-901.0,-1760.0
4186,1,402.0,1188.0,573.0,-129.0
4188,1,-156.0,-716.0,-604.0,-903.0
4190,0,-63.0,174.0,-1754.0,-889.0
4192,1,-1030.0,188.0,787.0,3047.0
4194,0,-1333.0,-704.0,-3774.0,-1814.0
4196,0,-794.0,-345.0,-93.0,176.0
4198,0,-1075.0,-184.0,-2289.0,-716.0
4200,1,-54.0,-1536.0,-2664.0,-3835.0
4202,0,819.0,1009.0,138.0,444.0
4204,1,-1126.0,-773.0,-1041.0,126.0
4206,0,1303.0,837.0,2596.0,638.0
4208,0,1605.0,755.0,1859.0,165.0
4210,1,-1163.0,-484.0,-3619.0,-2510.0
4212,0,-992.0,-1401.0,-407.0,-2129.0
4214,1,2301.0,206.0,2853.0,953.0
4216,0,-747.0,-1133.0,337.0,-33.0
4218,1,1553.0,1056.0,3026.0,-51.0
4220,0,1304.0,-181.0,781.0,-670.0
4222,1,589.0,-150.0,-569.0,-1969.0
4224,0,-584.0,-1448.0,373.0,753.0
4226,0,-340.0,-359.0,-1668.0,-1060.0
4228,0,-1225.0,-934.0,-1739.0,-419.0
4230,1,1105.0,1586.0,1201.0,1147.0
4232,1,-519.0,-969.0,-774.0,-2270.0
4234,1,2140.0,1046.0,3273.0,634.0
4236,0,-970.0,-334.0,-766.0,-296.0
4238,1,716.0,1065.0,4979.0,3305.0
4240,0,500.0,787.0,2673.0,341.0
4242,0,1646.0,-1228.0,1511.0,-1508.0
4244,1,-656.0,-187.0,2046.0,497.0
4246,0,-1056.0,-875.0,-2689.0,-3114.0
4248,1,1403.0,555.0,1737.0,799.0
4250,0,-507.0,-422.0,-653.0,-1946.0
4252,1,,,,
4254,1,488.0,938.0,198.0,1974.0
4256,0,187.0,-629.0,-3753.0,-4232.0
4258,1,-291.0,-994.0,4171.0,1702.0
4260,1,682.0,263.0,2588.0,775.0
4262,0,1112.0,950.0,-682.0,706.0
4264,1,3176.0,2080.0,5376.0,4352.0
4266,1,763.0,-204.0,-501.0,107.0
4268,1,1673.0,2259.0,2798.0,3117.0
4270,1,1159.0,529.0,1513.0,567.0
4272,0,-570.0,1367.0,5163.0,3404.0
4274,1,630.0,637.0,1972.0,245.0
4276,1,572.0,892.0,-1003.0,-696.0
4278,0,-503.0,481.0,-345.0,1260.0
4280,0,-1454.0,-857.0,-5221.0,-3281.0
4282,0,574.0,-1171.0,524.0,1188.0
4284,0,1433.0,1936.0,4431.0,2334.0
4286,1,995.0,1237.0,3242.0,1674.0
4288,0,-3225.0,-2193.0,-4578.0,-3242.0
4290,1,148.0,-1462.0,-1047.0,-316.0
4292,1,-762.0,1001.0,-45.0,843.0
4294,1,-611.0,-375.0,447.0,569.0
4296,1,-307.0,-874.0,-874.0,-3567.0
4298,1,880.0,980.0,2161.0,681.0
4300,1,,,,
4302,0,971.0,-118.0,4658.0,2267.0
4304,0,-766.0,-854.0,-315.0,981.0
4306,0,121.0,101.0,-613.0,-1800.0
4308,0,-708.0,-1384.0,-1881.0,-2743.0
4310,0,-1877.0,-1815.0,-4109.0,-3615.0
4312,1,1535.0,-1035.0,1022.0,-1635.0
4314,0,-747.0,-709.0,-1855.0,-1961.0
4316,1,1020.0,1090.0,3492.0,2533.0
4318,1,1501.0,660.0,5903.0,3718.0
4320,1,2071.0,1765.0,2436.0,2360.0
4322,1,1497.0,798.0,4017.0,2541.0
4324,1,610.0,1103.0,1972.0,476.0
4326,1,615.0,794.0,2484.0,3166.0
4328,1,267.0,1850.0,1517.0,2169.0
4330,0,-191.0,-478.0,-2224.0,-2802.0
4332,1,-372.0,335.0,1837.0,1028.0
4334,0,246.0,318.0,896.0,713.0
4336,1,3450.0,1127.0,8101.0,3820.0
4338,0,-14.0,-983.0,-1220.0,-3389.0
4340,0,-428.0,733.0,-2132.0,-1245.0
4342,0,-2454.0,-1264.0,-4368.0,-2817.0
4343,1,1690.0,887.0,2097.0,1308.0
4346,0,-166.0,-407.0,-328.0,172.0
4348,0,-1255.0,271.0,-1561.0,111.0
4350,1,-60.0,-91.0,1774.0,300.0
4352,0,-1721.0,-1498.0,-5530.0,-3880.0
4354,1,-386.0,523.0,2278.0,2141.0
4356,1,2184.0,-495.0,2685.0,900.0
4358,1,330.0,730.0,2226.0,2473.0
4360,1,-156.0,147.0,-273.0,368.0
4362,0,-1393.0,342.0,-4574.0,-1480.0
4364,1,737.0,746.0,5505.0,4748.0
4366,0,604.0,-313.0,574.0,-1188.0
4368,1,1339.0,-386.0,2226.0,-802.0
4370,1,-1389.0,-384.0,-3838.0,-3716.0
4372,0,-714.0,-184.0,576.0,1169.0
4374,1,-789.0,-332.0,-594.0,-24.0
4376,1,1358.0,1835.0,2657.0,1346.0
4378,1,-241.0,-114.0,-1452.0,-9.0
4380,1,267.0,72.0,1564.0,522.0
4382,0,-306.0,-559.0,171.0,-1270.0
4384,1,-652.0,-588.0,-1768.0,-592.0
4386,0,-431.0,-816.0,-2056.0,-2173.0
4388,1,2633.0,2536.0,2408.0,1477.0
4390,0,-505.0,-224.0,-1170.0,618.0
4392,1,-1063.0,-880.0,-1958.0,-915.0
4394,1,-831.0,-110.0,-3923.0,-877.0
4396,1,-301.0,648.0,689.0,-240.0
4398,1,1443.0,1344.0,1285.0,2089.0
4400,1,-982.0,-353.0,1198.0,95.0
4402,0,370.0,-795.0,497.0,-804.0
4404,1,-34.0,-524.0,3272.0,1671.0
4406,0,-337.0,-484.0,-1415.0,-312.0
4408,0,-1194.0,-281.0,-2856.0,-1232.0
4410,0,-896.0,-149.0,-3399.0,-2795.0
4412,1,2622.0,1400.0,6382.0,3603.0
4414,1,600.0,29.0,2466.0,986.0
4416,1,636.0,1407.0,2997.0,3849.0
4418,1,2492.0,799.0,4781.0,2346.0
4420,1,849.0,222.0,3052.0,729.0
4422,0,-568.0,-673.0,-3278.0,-3381.0
4424,1,2202.0,808.0,2911.0,2204.0
4426,1,2232.0,2702.0,2506.0,5165.0
4428,1,-1174.0,335.0,-4292.0,92.0
4430,0,36.0,30.0,-253.0,-1630.0
4432,0,639.0,524.0,-1708.0,-991.0
4434,0,-3819.0,-3734.0,-5834.0,-3710.0
4436,0,-339.0,-400.0,-2659.0,-1435.0
4438,1,1931.0,1064.0,1903.0,2007.0
4440,1,1342.0,1091.0,2673.0,2271.0
4442,0,873.0,1368.0,3543.0,2035.0
4444,1,1146.0,1039.0,598.0,1264.0
4446,1,2407.0,1181.0,5532.0,1381.0
4448,1,462.0,226.0,1863.0,1103.0
4450,0,3003.0,1416.0,3755.0,2189.0
4452,1,660.0,-468.0,3502.0,1092.0
4454,1,5539.0,3436.0,6525.0,4502.0
4456,1,571.0,583.0,555.0,-300.0
4458,1,724.0,587.0,1218.0,735.0
4460,0,-231.0,-484.0,-589.0,-1352.0
4462,1,260.0,-805.0,-1361.0,-2155.0
4464,0,-2939.0,-481.0,-3786.0,-565.0
4466,1,-292.0,976.0,2301.0,2003.0
4468,0,-1845.0,-1150.0,-3168.0,-2829.0
4470,0,-1356.0,-209.0,-1827.0,-1215.0
4472,1,,,,
4474,1,-2309.0,-1520.0,-1200.0,344.0
4476,1,520.0,-932.0,-63.0,100.0
4478,1,2266.0,2020.0,5986.0,3060.0
4480,0,-1114.0,-1047.0,-2777.0,-1132.0
4482,0,-1027.0,-526.0,-1188.0,495.0
4484,0,860.0,666.0,-353.0,1277.0
4486,1,428.0,670.0,4528.0,2463.0
4488,1,1049.0,994.0,558.0,1722.0
4490,0,-4753.0,-1494.0,-5697.0,-2312.0
4492,0,-2655.0,-2876.0,-3961.0,-3546.0
4494,0,-2426.0,-1842.0,-5575.0,-3236.0
4496,0,-1235.0,89.0,-1056.0,-828.0
4498,0,-1399.0,-924.0,-8848.0,-3804.0
4500,0,-103.0,-409.0,222.0,2780.0
4502,1,186.0,1079.0,-1056.0,1858.0
4504,0,-1359.0,-1508.0,-3391.0,-2510.0
4506,1,2688.0,1446.0,7570.0,679.0
4508,1,383.0,484.0,1796.0,683.0
4509,1,-949.0,-2145.0,-2420.0,-2411.0
4512,0,-1378.0,-909.0,-3031.0,-1744.0
4514,1,1521.0,1742.0,3231.0,2779.0
4516,1,-135.0,-503.0,-351.0,-302.0
4518,1,1040.0,60.0,2998.0,433.0
4520,1,513.0,1054.0,1144.0,1726.0
4522,0,-2945.0,-1603.0,-6797.0,-3906.0
4524,0,-936.0,-883.0,715.0,762.0
4526,0,-586.0,-40.0,-595.0,67.0
4528,0,704.0,499.0,2733.0,3.0
4530,1,942.0,1456.0,3931.0,2747.0
4532,0,2122.0,2299.0,3331.0,2431.0
4534,1,-690.0,-2475.0,-1019.0,-4466.0
4536,1,1395.0,1043.0,3895.0,2884.0
4538,0,-3910.0,-1867.0,-6326.0,-3314.0
4540,0,-1200.0,-433.0,-183.0,77.0
4542,0,-1186.0,-1497.0,-3849.0,-3169.0
4544,0,-1783.0,12.0,-4327.0,52.0
4546,1,2258.0,1746.0,3150.0,4063.0
4547,1,645.0,-308.0,-197.0,-1169.0
4550,0,1180.0,383.0,-104.0,-1826.0
4552,0,-850.0,-1043.0,-4282.0,-2440.0
4554,1,1262.0,1436.0,1111.0,-180.0
4556,1,201.0,-222.0,-1529.0,-2528.0
4558,0,-91.0,400.0,-1478.0,998.0
4560,0,-502.0,-140.0,575.0,-982.0
4562,0,-2844.0,-1984.0,-1811.0,-1063.0
4564,0,-701.0,-1223.0,-1502.0,-3147.0
4566,0,-3103.0,-2355.0,-7524.0,-5148.0
4568,1,1670.0,1268.0,5168.0,2628.0
4570,0,-888.0,-438.0,-5138.0,-2453.0
4572,0,-250.0,-749.0,1455.0,605.0
4574,1,1594.0,1250.0,5251.0,2820.0
4576,0,-821.0,586.0,-2642.0,-391.0
4578,1,-845.0,-1074.0,-3893.0,-1993.0
4580,1,2056.0,861.0,3493.0,2520.0
4582,1,236.0,-736.0,-2213.0,-1709.0
4584,0,-262.0,414.0,-574.0,-713.0
4586,1,924.0,-243.0,4748.0,3527.0
4588,1,1054.0,402.0,792.0,-199.0
4590,1,,,,
4592,1,-1780.0,-2058.0,-3878.0,-2393.0
4594,0,871.0,514.0,-1021.0,-375.0
4596,0,-222.0,-551.0,-1257.0,-256.0
4598,0,-515.0,-763.0,-644.0,-911.0
4600,1,531.0,1760.0,1081.0,2494.0
4602,1,687.0,771.0,2144.0,1067.0
4604,0,1160.0,130.0,845.0,28.0
4606,0,-1011.0,-345.0,37.0,-431.0
4608,1,2476.0,2382.0,4844.0,2796.0
