,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15
4610,1,-286.0,646.0,968.0,1348.0
4612,0,-1031.0,-1109.0,2855.0,467.0
4614,1,390.0,-644.0,-2130.0,-2512.0
4616,0,168.0,135.0,425.0,1851.0
4618,0,-1077.0,-615.0,-832.0,-557.0
4620,1,-1123.0,-950.0,-2038.0,-1887.0
4622,1,-699.0,-177.0,1286.0,778.0
4624,1,-237.0,679.0,-1517.0,-1565.0
4626,0,-1037.0,-2145.0,-4088.0,-5657.0
4628,1,1004.0,-534.0,1201.0,-1346.0
4630,0,-1010.0,-1016.0,-1375.0,-2485.0
4632,1,-478.0,650.0,-359.0,1084.0
4634,0,-1062.0,-856.0,-1644.0,546.0
4636,1,-148.0,810.0,-3073.0,-532.0
4638,1,306.0,863.0,1775.0,625.0
4640,0,-391.0,-1331.0,-949.0,-2136.0
4642,0,-1372.0,-282.0,-1843.0,-1556.0
4644,0,-450.0,-1815.0,-2946.0,-970.0
4646,1,2171.0,1754.0,4401.0,2210.0
4648,1,1203.0,-43.0,1116.0,-798.0
4650,1,1892.0,2034.0,2441.0,948.0
4652,1,-928.0,-362.0,403.0,831.0
4654,0,-477.0,-310.0,663.0,-540.0
4656,0,-518.0,-273.0,-238.0,2024.0
4658,0,-1918.0,-669.0,-2252.0,-809.0
4660,0,-800.0,-1421.0,-1208.0,-1794.0
4662,1,589.0,1229.0,2218.0,2016.0
4664,1,2310.0,563.0,4047.0,1955.0
4666,1,453.0,415.0,2963.0,784.0
4668,1,122.0,381.0,1633.0,1084.0
4670,0,-34.0,654.0,-1040.0,1266.0
4672,0,-563.0,29.0,-1841.0,-663.0
4674,0,103.0,-445.0,-1086.0,-1416.0
4676,0,-457.0,-96.0,-3570.0,-3023.0
4678,0,-2106.0,-1602.0,-1723.0,-2293.0
4680,0,-275.0,-445.0,-778.0,-1264.0
4682,1,-532.0,-578.0,-1711.0,-732.0
4684,1,-1692.0,59.0,-747.0,-876.0
4686,1,640.0,-891.0,1343.0,-191.0
4688,0,-1229.0,-1253.0,-2518.0,-268.0
4690,1,-669.0,-170.0,1203.0,1272.0
4692,0,-646.0,-953.0,-1856.0,-1092.0
4694,1,791.0,1066.0,-82.0,2011.0
4696,1,2490.0,1564.0,3851.0,2005.0
4698,0,-2037.0,-1350.0,-5826.0,-4964.0
4700,1,734.0,-601.0,1972.0,571.0
4702,1,-794.0,-268.0,1467.0,284.0
4704,0,-395.0,-684.0,1349.0,-606.0
4706,0,-627.0,-48.0,-1371.0,419.0
4708,0,-1140.0,-782.0,-1479.0,-2158.0
4710,0,-2490.0,-1382.0,-4067.0,-4009.0
4712,0,-2187.0,-1889.0,-6373.0,-3919.0
4714,0,279.0,345.0,-1371.0,1350.0
4716,0,-318.0,-1200.0,108.0,-1947.0
4717,1,646.0,1463.0,302.0,1014.0
4720,1,655.0,598.0,-842.0,87.0
4722,1,-154.0,568.0,2394.0,1648.0
4724,0,-376.0,-573.0,-2375.0,-2119.0
4726,1,3212.0,2681.0,6207.0,4043.0
4728,0,2829.0,755.0,4536.0,2027.0
4730,1,1084.0,816.0,4155.0,871.0
4732,0,-3506.0,-3764.0,-7527.0,-7156.0
4734,0,-822.0,-1435.0,-1207.0,-2004.0
4736,0,-305.0,-984.0,-89.0,234.0
4738,1,-114.0,482.0,515.0,-920.0
4740,0,-1499.0,-1032.0,-2771.0,-2867.0
4742,0,-2002.0,-1112.0,-3148.0,-2919.0
4744,0,325.0,-436.0,-2348.0,-1438.0
4746,1,872.0,1164.0,3121.0,149.0
4748,0,-2264.0,-3110.0,-1096.0,-2638.0
4750,1,559.0,86.0,-386.0,-1603.0
4752,0,836.0,346.0,692.0,-1199.0
4754,0,-1916.0,-1313.0,-3703.0,-1659.0
4756,1,-1345.0,-133.0,-2363.0,-2215.0
4758,1,719.0,1118.0,-2564.0,-2751.0
4760,1,-716.0,-1021.0,-3601.0,-1360.0
4762,1,-862.0,-307.0,580.0,-617.0
4764,0,-901.0,-129.0,-386.0,31.0
4766,0,784.0,1171.0,746.0,1243.0
4768,0,-318.0,-931.0,-1571.0,-3778.0
4770,0,244.0,756.0,-323.0,347.0
4772,1,-993.0,-143.0,-1839.0,-836.0
4774,1,3278.0,1949.0,3282.0,325.0
4776,1,668.0,1178.0,362.0,29.0
4778,0,-516.0,-1884.0,-450.0,-3002.0
4780,0,74.0,175.0,1372.0,875.0
4782,1,-138.0,-254.0,46.0,53.0
4784,1,692.0,3.0,3772.0,563.0
4786,1,3560.0,1477.0,3676.0,-122.0
4788,0,684.0,673.0,832.0,827.0
4790,0,1025.0,341.0,-1572.0,-1760.0
4792,1,388.0,319.0,5676.0,3908.0
4794,1,-247.0,1367.0,-499.0,963.0
4796,0,-162.0,-1468.0,1082.0,-1131.0
4798,1,772.0,493.0,5876.0,1663.0
4800,0,1057.0,799.0,1890.0,1610.0
4802,1,1191.0,1515.0,4252.0,5075.0
4804,1,-163.0,-972.0,1141.0,320.0
4806,0,-832.0,-1388.0,-3553.0,-3032.0
4808,1,-2685.0,-1556.0,-1860.0,-19.0
4810,1,251.0,-277.0,-1196.0,-1250.0
4812,1,368.0,-476.0,2383.0,837.0
4814,1,1783.0,1152.0,4424.0,3202.0
4816,0,-1113.0,-1007.0,-1598.0,-779.0
4818,0,-335.0,-230.0,-3718.0,-3773.0
4820,1,1025.0,-41.0,251.0,-439.0
4822,1,1368.0,2055.0,3675.0,4747.0
4824,1,-1081.0,-1632.0,-197.0,-466.0
4826,1,536.0,701.0,1329.0,1537.0
4828,0,312.0,-178.0,-640.0,-1490.0
4829,0,-1950.0,-717.0,-1396.0,-215.0
4832,0,-3455.0,-1560.0,-6319.0,-5193.0
4834,1,3232.0,3835.0,7041.0,5708.0
4836,0,-1549.0,-1535.0,-4271.0,-3655.0
4838,0,-276.0,-609.0,-532.0,-1269.0
4840,0,-927.0,-286.0,-1317.0,-64.0
4842,1,106.0,-1655.0,848.0,-935.0
4844,0,84.0,-500.0,775.0,256.0
4846,0,-557.0,-632.0,2762.0,706.0
4848,1,1566.0,1362.0,2845.0,1232.0
4850,1,1114.0,648.0,555.0,131.0
4852,0,-2185.0,-1270.0,-3523.0,-2441.0
4854,1,626.0,477.0,3708.0,2881.0
4856,1,-2034.0,-1741.0,-2733.0,-3484.0
4858,1,2753.0,2479.0,7257.0,4675.0
4860,0,,,,
4862,0,1239.0,744.0,1270.0,-18.0
4864,1,-119.0,1221.0,1381.0,1992.0
4866,1,-97.0,-84.0,2550.0,-19.0
4868,1,1337.0,282.0,3829.0,381.0
4870,0,-3025.0,-1838.0,-5558.0,-3284.0
4872,0,633.0,1013.0,-259.0,-1285.0
4874,0,-1592.0,-597.0,-2441.0,-54.0
4876,0,-40.0,-963.0,-3885.0,-1902.0
4878,0,-1175.0,-917.0,-1031.0,-2419.0
4880,0,1251.0,475.0,-1201.0,-3328.0
4882,0,-1008.0,211.0,-2644.0,991.0
4884,1,2599.0,2654.0,1301.0,2396.0
4886,1,-379.0,424.0,1067.0,1258.0
4888,0,-1008.0,-675.0,-4969.0,-2217.0
4890,1,2408.0,1624.0,7426.0,4620.0
4892,1,1625.0,759.0,2823.0,-386.0
4894,0,940.0,-280.0,2600.0,-515.0
4896,0,1655.0,1676.0,159.0,949.0
4898,0,-384.0,-766.0,3.0,-2070.0
4900,1,2699.0,2095.0,4673.0,1517.0
4902,1,1752.0,414.0,2862.0,381.0
4904,0,1025.0,523.0,462.0,249.0
4906,1,4258.0,3251.0,10041.0,5913.0
4908,1,122.0,-296.0,1095.0,476.0
4910,0,-1015.0,-507.0,-2121.0,-3353.0
4912,1,1079.0,834.0,1782.0,958.0
4914,1,-1530.0,-1438.0,-3502.0,-979.0
4916,1,-969.0,-53.0,-824.0,-260.0
4918,1,1970.0,1010.0,2562.0,498.0
4920,0,-976.0,-564.0,-1867.0,135.0
4922,0,2551.0,425.0,2328.0,636.0
4924,1,1824.0,2292.0,3606.0,2608.0
4926,1,-54.0,-768.0,-672.0,-1291.0
4928,0,-390.0,-533.0,326.0,-470.0
4930,0,-852.0,-938.0,-1095.0,-1312.0
4932,0,-1596.0,-725.0,-4437.0,-3366.0
4934,1,2159.0,1116.0,5360.0,2224.0
4936,1,319.0,-742.0,2842.0,275.0
4938,0,-827.0,-19.0,-2780.0,-760.0
4940,0,-344.0,-867.0,-1309.0,-2801.0
4942,0,-2359.0,-1251.0,-5480.0,-2384.0
4944,0,-1356.0,-324.0,-4163.0,-2441.0
4946,0,-2400.0,-1389.0,-2775.0,-105.0
4948,1,-1236.0,-174.0,-1299.0,747.0
4950,0,777.0,-237.0,969.0,-2426.0
4952,0,-411.0,663.0,11.0,1240.0
4954,0,647.0,1142.0,-1064.0,-956.0
4956,1,-175.0,281.0,3194.0,3971.0
4958,0,146.0,-809.0,1526.0,-196.0
4960,0,-837.0,-68.0,-2948.0,-805.0
4962,1,295.0,96.0,2025.0,998.0
4964,0,-801.0,-910.0,-413.0,-903.0
4966,1,550.0,867.0,1803.0,1892.0
4968,0,-3893.0,-2045.0,-5625.0,-1536.0
4970,0,-229.0,-170.0,1382.0,527.0
4972,1,2001.0,1213.0,2791.0,631.0
4974,1,1796.0,1661.0,2309.0,1101.0
4976,1,-59.0,-77.0,2580.0,2361.0
4978,1,2931.0,3680.0,5261.0,5083.0
4980,1,605.0,230.0,328.0,914.0
4982,0,571.0,796.0,-161.0,1462.0
4984,0,-717.0,-22.0,-840.0,623.0
4986,0,-94.0,767.0,-36.0,215.0
4988,0,-1647.0,-863.0,-2471.0,364.0
4990,1,287.0,-136.0,-1277.0,486.0
4992,0,27.0,231.0,-1407.0,-1430.0
4994,0,-1499.0,-494.0,-1214.0,-1422.0
4996,0,-813.0,-769.0,-2401.0,-2080.0
4998,0,-930.0,-277.0,-1364.0,-1256.0
5000,0,-668.0,-699.0,-443.0,32.0
5002,1,1558.0,770.0,1622.0,1743.0
5004,0,2037.0,-26.0,1950.0,-175.0
5006,1,1688.0,-51.0,4181.0,1124.0
5008,0,-1125.0,-827.0,-466.0,-883.0
5010,0,-3007.0,-651.0,-3399.0,-838.0
5012,1,2788.0,1048.0,3963.0,1330.0
5014,1,1450.0,156.0,1854.0,940.0
5016,1,255.0,-284.0,2637.0,683.0
5018,0,1162.0,966.0,-197.0,188.0
5020,1,71.0,831.0,1089.0,2058.0
5022,0,428.0,-282.0,-4131.0,-3935.0
5024,0,-2650.0,-2263.0,-5264.0,-2659.0
5026,0,-1543.0,-681.0,-1658.0,-1328.0
5028,1,2976.0,1913.0,4465.0,2357.0
5030,0,2353.0,567.0,4226.0,1078.0
5032,1,1782.0,503.0,2026.0,-263.0
5034,1,-1063.0,208.0,-216.0,84.0
5036,1,-212.0,148.0,-272.0,-695.0
5038,0,-612.0,-1137.0,45.0,-1495.0
5040,0,2554.0,511.0,3246.0,587.0
5042,1,2331.0,2111.0,2296.0,2336.0
5044,0,-1897.0,-84.0,-4479.0,-1794.0
5046,1,404.0,-251.0,2458.0,2931.0
5048,0,-1625.0,-2057.0,-2835.0,-2132.0
5050,0,-33.0,674.0,1038.0,1353.0
5052,1,4459.0,2716.0,5046.0,2192.0
5054,1,1157.0,1050.0,1232.0,-75.0
5056,1,1404.0,634.0,3298.0,2342.0
5058,0,137.0,1054.0,-413.0,937.0
5060,0,30.0,807.0,-628.0,-262.0
5062,1,1661.0,-242.0,4301.0,905.0
5064,1,382.0,570.0,2445.0,2189.0
5066,1,-1543.0,-1919.0,-4108.0,-2434.0
5068,1,-673.0,-1129.0,-223.0,-1439.0
5070,1,803.0,1397.0,4059.0,2898.0
5072,1,1015.0,834.0,1608.0,2760.0
5074,1,1151.0,343.0,4151.0,3336.0
5076,0,5.0,79.0,-2438.0,-1671.0
5078,0,305.0,-1083.0,-996.0,-1751.0
5080,0,504.0,-309.0,1683.0,-1830.0
5082,0,-950.0,-739.0,-1894.0,-38.0
5084,1,209.0,285.0,1944.0,-288.0
5086,0,-929.0,-59.0,-3594.0,-2972.0
5088,1,2336.0,906.0,3776.0,2320.0
5090,0,-1907.0,-1200.0,-4187.0,-2200.0
5092,1,2138.0,1371.0,3117.0,2131.0
5094,1,-1293.0,636.0,-1802.0,287.0
5096,1,467.0,748.0,1518.0,-580.0
5098,1,1172.0,-215.0,3439.0,125.0
5100,1,-600.0,-349.0,1306.0,-758.0
5102,1,-175.0,-210.0,-378.0,-253.0
5104,0,-1691.0,-1109.0,-4810.0,-4016.0
5106,0,-2829.0,-1686.0,-3216.0,-2443.0
5108,1,-2144.0,-1332.0,149.0,1534.0
5110,1,517.0,1211.0,1129.0,-375.0
5112,1,-1620.0,-444.0,-1644.0,50.0
5114,0,-2310.0,-1656.0,-3200.0,-2249.0
5116,1,1630.0,1504.0,3190.0,2278.0
5118,0,-1563.0,-1035.0,-3444.0,-1792.0
5120,1,-333.0,-344.0,817.0,153.0
5122,0,743.0,885.0,1063.0,303.0
5124,1,-464.0,5.0,-1687.0,193.0
5126,1,1840.0,2401.0,3057.0,3618.0
5128,1,1008.0,512.0,990.0,257.0
5130,0,-2722.0,-1505.0,-7009.0,-4308.0
5132,1,2389.0,1679.0,5567.0,3433.0
5134,0,-1080.0,161.0,1412.0,-972.0
5136,0,-786.0,-229.0,1656.0,1645.0
5138,0,-2284.0,-1973.0,24.0,-834.0
5140,0,-1245.0,-884.0,-2872.0,-104.0
5142,0,-593.0,-714.0,-2656.0,-3293.0
5144,0,248.0,200.0,131.0,-924.0
5146,0,-3733.0,-822.0,-8673.0,-2168.0
5148,0,747.0,266.0,-1872.0,-2082.0
5150,0,-4568.0,-4061.0,-7161.0,-6456.0
5152,1,255.0,1342.0,1090.0,3810.0
5154,1,-971.0,752.0,-376.0,89.0
5156,0,1126.0,570.0,1712.0,-350.0
5158,0,658.0,536.0,-834.0,1157.0
5160,0,1819.0,335.0,1510.0,-1299.0
5162,0,-47.0,125.0,-2648.0,-624.0
5164,1,-554.0,155.0,2288.0,1783.0
5166,0,-3623.0,-1733.0,-7068.0,-3442.0
5168,1,693.0,-1305.0,1604.0,-1062.0
5170,0,-864.0,-45.0,-2402.0,-1495.0
5172,1,-529.0,-360.0,1492.0,1448.0
5174,0,2051.0,561.0,-1377.0,-2460.0
5176,0,-430.0,-1526.0,-1900.0,-2759.0
5178,0,-1425.0,-710.0,-1802.0,-1406.0
5180,0,-573.0,-1293.0,-2667.0,-3804.0
5182,1,1321.0,481.0,1730.0,943.0
5184,0,-1930.0,-1956.0,-7028.0,-5008.0
5186,0,-338.0,-249.0,-1356.0,-1952.0
5188,0,-1255.0,-938.0,-3266.0,-1034.0
5190,0,-1576.0,-1337.0,-598.0,1272.0
5192,1,789.0,-374.0,-75.0,-554.0
5194,0,2024.0,417.0,148.0,-683.0
5196,0,1576.0,879.0,1985.0,-799.0
5198,0,-488.0,-324.0,693.0,-1762.0
5200,0,-2510.0,-725.0,-2347.0,-2204.0
5202,1,423.0,-489.0,-121.0,-1211.0
5204,1,4617.0,2955.0,4925.0,2154.0
5206,1,446.0,-1039.0,-445.0,-2792.0
5208,0,169.0,125.0,1077.0,1305.0
5210,0,185.0,-1289.0,9.0,767.0
5212,0,2007.0,1045.0,2282.0,-2152.0
5214,0,694.0,-160.0,-170.0,592.0
5216,0,-1542.0,-90.0,-2906.0,-1269.0
5218,0,-1981.0,-842.0,-4767.0,-4121.0
5220,1,1598.0,1493.0,4468.0,2356.0
5222,1,129.0,586.0,1575.0,2312.0
5224,0,1212.0,-48.0,-176.0,-2029.0
5226,0,-293.0,98.0,626.0,-1030.0
5228,1,1534.0,1482.0,2973.0,766.0
5230,1,951.0,347.0,1386.0,363.0
5232,0,-959.0,297.0,-947.0,-110.0
5234,0,1348.0,1327.0,1054.0,-362.0
5236,1,1620.0,348.0,269.0,595.0
5238,1,-725.0,215.0,-595.0,1143.0
5240,1,1147.0,1527.0,2392.0,1949.0
5242,0,208.0,-1814.0,44.0,-2470.0
5244,0,-1887.0,-949.0,-2946.0,-1569.0
5246,0,-853.0,-910.0,-1384.0,-2278.0
5248,1,2122.0,1092.0,350.0,451.0
5250,0,372.0,-445.0,409.0,-1328.0
5252,1,-31.0,56.0,917.0,-48.0
5254,0,1184.0,698.0,2807.0,2039.0
5256,0,-3167.0,-2203.0,-7504.0,-4527.0
5258,1,2603.0,805.0,6296.0,2778.0
5260,0,-487.0,-706.0,-714.0,-775.0
5262,0,-420.0,141.0,-1870.0,649.0
5264,1,3193.0,2656.0,3831.0,3044.0
5266,0,-2402.0,-1190.0,-5416.0,-2632.0
5268,0,-593.0,-546.0,-4241.0,-2387.0
5270,1,2331.0,1951.0,4221.0,2989.0
5272,1,-846.0,-458.0,-1699.0,-1047.0
5274,1,1273.0,397.0,3425.0,1614.0
5276,0,416.0,-566.0,804.0,-1697.0
5278,0,-819.0,-2191.0,-1629.0,-2119.0
5280,1,461.0,-494.0,1450.0,-34.0
5282,1,640.0,833.0,2029.0,218.0
5284,0,-1979.0,-658.0,-2618.0,-1066.0
5286,0,-298.0,138.0,-1222.0,239.0
5288,1,-1178.0,26.0,-1795.0,-1823.0
5290,0,1773.0,122.0,1668.0,-868.0
5292,0,-1620.0,-1660.0,-2509.0,-1917.0
5294,1,802.0,-700.0,2129.0,-829.0
5296,1,869.0,551.0,2422.0,2555.0
5298,1,2798.0,2085.0,5574.0,3317.0
5300,0,-460.0,-323.0,-3687.0,-1973.0
5302,1,2366.0,1926.0,3482.0,3454.0
5304,0,2044.0,2217.0,4097.0,3242.0
5306,0,1032.0,1072.0,1070.0,-264.0
5308,0,-465.0,-1006.0,502.0,-972.0
5310,0,77.0,352.0,-116.0,-173.0
5312,1,220.0,90.0,4552.0,2817.0
5314,0,273.0,132.0,857.0,-25.0
5316,1,298.0,-440.0,-502.0,-1351.0
5318,1,835.0,514.0,6126.0,2548.0
5320,1,2612.0,1146.0,5671.0,3075.0
5322,0,1281.0,1765.0,1612.0,1148.0
5324,1,1263.0,-221.0,-619.0,-490.0
5326,0,-1933.0,-1787.0,-3294.0,-3921.0
5328,0,-304.0,-310.0,-1954.0,-1765.0
5330,1,-488.0,-277.0,-614.0,40.0
5332,1,286.0,327.0,972.0,441.0
5334,1,-791.0,-602.0,-2255.0,-714.0
5336,1,1668.0,802.0,4609.0,4595.0
5338,1,-1094.0,-403.0,-4110.0,-2198.0
5340,0,1829.0,460.0,1706.0,2247.0
5342,1,-685.0,-324.0,1442.0,575.0
5344,0,-882.0,-815.0,-1238.0,182.0
5346,1,-379.0,847.0,1491.0,1575.0
5348,1,314.0,332.0,1163.0,1676.0
5350,0,-760.0,-170.0,1323.0,-914.0
5352,1,5116.0,2705.0,6898.0,3111.0
5354,1,631.0,2231.0,2265.0,3248.0
5356,1,692.0,75.0,4685.0,1252.0
5358,1,636.0,936.0,388.0,537.0
5360,1,1275.0,2164.0,3254.0,3389.0
5362,1,2681.0,1314.0,3671.0,260.0
5364,1,885.0,-721.0,-1531.0,-1645.0
5366,0,527.0,123.0,-930.0,842.0
5368,0,-497.0,570.0,605.0,944.0
5370,0,-449.0,-1070.0,-1355.0,-2698.0
5372,1,84.0,442.0,-448.0,80.0
5374,0,-2076.0,-1375.0,-4774.0,-4048.0
5376,0,-2104.0,-36.0,-1650.0,2554.0
5378,0,-689.0,-2564.0,-3226.0,-5815.0
5380,0,-661.0,-771.0,1929.0,487.0
5382,1,1487.0,1590.0,1634.0,439.0
5384,1,1072.0,750.0,-142.0,-111.0
5386,0,1060.0,942.0,1070.0,-640.0
5388,1,225.0,-185.0,-700.0,-839.0
5390,0,-739.0,-472.0,-2152.0,-2195.0
5392,1,102.0,-795.0,1696.0,1737.0
5394,0,-544.0,823.0,-897.0,2445.0
5396,1,917.0,735.0,2290.0,213.0
5398,0,477.0,479.0,-1978.0,-29.0
5400,1,1098.0,1222.0,3153.0,2274.0
5402,1,1568.0,956.0,3534.0,2286.0
5404,1,1526.0,809.0,4837.0,5227.0
5406,0,-559.0,760.0,-3484.0,-3010.0
5408,0,-218.0,-186.0,-1113.0,462.0
5410,1,1311.0,480.0,3011.0,2018.0
5412,1,1773.0,39.0,4546.0,1979.0
5414,1,1867.0,1074.0,2362.0,2015.0
5416,1,-29.0,616.0,-2968.0,8.0
5418,1,1370.0,601.0,1650.0,-1079.0
5420,0,-1002.0,-1090.0,-1859.0,-2182.0
5422,1,261.0,411.0,-1114.0,-1271.0
5424,0,2737.0,3229.0,6213.0,4208.0
5426,1,-279.0,-447.0,53.0,-1494.0
5428,1,450.0,-242.0,3672.0,1632.0
5430,0,-1304.0,-254.0,-2960.0,-1941.0
5432,0,1.0,-2426.0,-6363.0,-9003.0
5434,1,-842.0,-1333.0,-808.0,852.0
5436,0,-1513.0,-1150.0,-3351.0,-2187.0
5438,1,149.0,784.0,2789.0,1794.0
5440,1,1218.0,428.0,1089.0,-268.0
5442,1,3000.0,1396.0,5860.0,3937.0
5444,0,-3362.0,-2327.0,-7758.0,-3704.0
5446,1,678.0,596.0,3353.0,2075.0
5448,1,3934.0,3239.0,6947.0,4611.0
5450,0,-2682.0,-1520.0,-4001.0,-3022.0
5452,1,-1014.0,-581.0,-1591.0,-1081.0
5454,1,1568.0,948.0,-778.0,285.0
5456,1,2048.0,933.0,3258.0,1104.0
5458,0,-2827.0,-3052.0,-6069.0,-4482.0
5460,1,68.0,-2231.0,4309.0,1442.0
5462,0,805.0,443.0,1269.0,767.0
5464,1,657.0,-95.0,-1744.0,-2584.0
5466,0,-416.0,-1597.0,-1742.0,-1559.0
5468,1,-1359.0,-1784.0,-192.0,-284.0
5470,1,-128.0,786.0,2680.0,1543.0
5472,0,-1675.0,-229.0,-3342.0,445.0
5474,1,,,,
5476,1,1099.0,1793.0,2004.0,1861.0
5478,1,580.0,-207.0,-767.0,474.0
5480,0,-1221.0,-1364.0,-1764.0,-1214.0
5482,1,910.0,-372.0,-634.0,-880.0
5484,1,656.0,1409.0,1201.0,1846.0
5486,0,795.0,781.0,312.0,267.0
5488,0,-196.0,-1503.0,-1079.0,-60.0
5490,1,2300.0,1524.0,1768.0,620.0
5492,0,249.0,-2193.0,-937.0,-2993.0
5494,1,-1460.0,-1014.0,-1818.0,-1936.0
5496,1,2323.0,871.0,3113.0,1010.0
5498,0,-1638.0,-981.0,-3617.0,-951.0
5500,1,2801.0,898.0,4822.0,2323.0
5502,0,1087.0,2021.0,1339.0,1479.0
5504,0,809.0,-1.0,1821.0,-816.0
5506,1,76.0,483.0,477.0,308.0
5508,1,1730.0,1736.0,2642.0,619.0
5510,1,807.0,-187.0,-93.0,838.0
5512,0,404.0,-464.0,2035.0,-809.0
5514,1,714.0,1252.0,-502.0,1374.0
5516,0,-3668.0,-2657.0,-7257.0,-5851.0
5518,0,348.0,-578.0,1572.0,368.0
5520,0,-1641.0,-834.0,-2417.0,-1471.0
5522,0,1123.0,171.0,1106.0,-337.0
5524,0,494.0,-397.0,902.0,-384.0
5526,1,1110.0,915.0,1413.0,660.0
5528,1,342.0,-234.0,1215.0,128.0
5530,0,1385.0,399.0,642.0,558.0
5532,1,76.0,-360.0,355.0,-2913.0
5534,1,-1042.0,-559.0,777.0,-454.0
5536,0,1164.0,670.0,1156.0,-5.0
5538,1,342.0,1828.0,-651.0,1695.0
5540,1,3001.0,3372.0,6439.0,5731.0
5542,1,1456.0,-83.0,1670.0,687.0
5544,0,-15.0,-861.0,-850.0,359.0
5546,0,-205.0,195.0,-4190.0,-1526.0
5548,0,-865.0,689.0,-253.0,611.0
5550,0,-1590.0,-2130.0,-352.0,-1749.0
5552,1,1097.0,783.0,1363.0,3697.0
5554,0,-991.0,-951.0,-5854.0,-4654.0
5556,0,-235.0,-158.0,839.0,-139.0
5558,0,235.0,-227.0,-2215.0,-4424.0
5560,1,3135.0,2578.0,8614.0,4368.0
5562,1,1542.0,1315.0,1163.0,520.0
5564,1,-459.0,-591.0,1401.0,2711.0
5566,1,207.0,1128.0,2806.0,1442.0
5568,1,2488.0,1024.0,2858.0,1046.0
5570,0,2316.0,1717.0,1950.0,388.0
5572,0,1219.0,-28.0,1326.0,190.0
5574,0,-25.0,-1059.0,-2329.0,-839.0
5576,1,779.0,927.0,3255.0,3702.0
5578,1,-1485.0,-1443.0,-2337.0,-302.0
5580,1,-713.0,-791.0,-251.0,-1647.0
5582,1,2247.0,3035.0,3627.0,2823.0
5584,0,-1517.0,-447.0,-4249.0,-1850.0
5586,1,1697.0,656.0,3294.0,134.0
5588,1,343.0,448.0,2716.0,1395.0
5590,1,245.0,-209.0,1721.0,-89.0
5592,0,-822.0,-154.0,-1886.0,225.0
5594,0,194.0,251.0,1085.0,1273.0
5596,0,-51.0,-116.0,-1858.0,-1279.0
5598,1,850.0,656.0,1654.0,-618.0
5600,0,702.0,530.0,-1070.0,-3036.0
5602,0,-601.0,-658.0,-300.0,298.0
5604,1,-849.0,127.0,3268.0,2144.0
5606,1,-408.0,-581.0,183.0,-130.0
5608,0,,,,
5610,1,977.0,1472.0,923.0,2143.0
5612,0,-554.0,-596.0,-4045.0,-1523.0
5614,0,97.0,463.0,-291.0,189.0
5616,1,2072.0,-606.0,2538.0,-235.0
5618,1,-108.0,396.0,1874.0,1991.0
5620,1,-250.0,169.0,-1210.0,664.0
5622,0,1123.0,1325.0,3901.0,1837.0
5624,0,-1480.0,-908.0,-3218.0,-1302.0
5626,1,1947.0,679.0,1652.0,2196.0
5628,0,-432.0,531.0,-2077.0,-1273.0
5630,1,1409.0,1660.0,3345.0,2951.0
5632,1,2634.0,-66.0,6036.0,1831.0
5634,1,1085.0,600.0,3535.0,-197.0
5636,0,-764.0,-167.0,622.0,89.0
5638,1,1101.0,1176.0,3836.0,2072.0
5640,1,-92.0,-228.0,2749.0,2525.0
5642,1,2633.0,1262.0,7895.0,5112.0
5644,0,123.0,17.0,411.0,-259.0
5646,1,1718.0,323.0,2648.0,-18.0
5648,0,2836.0,2297.0,5225.0,3407.0
5650,0,-758.0,241.0,-486.0,1876.0
5652,0,-596.0,-1004.0,-3536.0,-2562.0
5654,1,3446.0,2286.0,4400.0,1259.0
5656,1,972.0,612.0,790.0,434.0
5658,0,-3396.0,-3043.0,-4923.0,-2570.0
5660,1,1942.0,2365.0,5679.0,4330.0
5662,0,-945.0,-1182.0,-101.0,-906.0
5664,0,-828.0,-1581.0,-696.0,-1664.0
5666,0,742.0,155.0,2353.0,1156.0
5668,0,-229.0,-1142.0,550.0,-10.0
5670,1,-933.0,-1113.0,-1464.0,-590.0
5672,0,-710.0,-66.0,-4154.0,-2612.0
5674,1,2379.0,441.0,6120.0,3148.0
5676,1,695.0,1354.0,1508.0,2600.0
5678,1,1668.0,1784.0,2495.0,1074.0
5680,1,396.0,1959.0,793.0,2340.0
5682,0,344.0,216.0,450.0,-1897.0
5684,0,1541.0,648.0,3163.0,1069.0
5686,1,1280.0,-185.0,1706.0,1097.0
5688,0,-2040.0,-797.0,-3861.0,-1048.0
5690,0,-2013.0,-2094.0,-2545.0,-2120.0
5692,0,-534.0,49.0,-622.0,-270.0
5694,1,2016.0,248.0,6645.0,2346.0
5696,0,-2006.0,-1415.0,-4050.0,-1611.0
5698,0,-385.0,151.0,-1023.0,859.0
5700,1,688.0,1090.0,2118.0,1704.0
5702,1,179.0,1203.0,-706.0,-613.0
5704,0,291.0,220.0,621.0,-293.0
5706,1,1574.0,-7.0,2580.0,1351.0
5708,1,530.0,498.0,1047.0,-215.0
5710,1,2197.0,2267.0,5464.0,5249.0
5712,1,1341.0,1038.0,6058.0,4509.0
5714,0,-1850.0,-651.0,-2648.0,-2460.0
5716,0,-2062.0,-690.0,-4665.0,-1676.0
5718,0,-429.0,-2026.0,-203.0,235.0
5720,0,1372.0,221.0,2253.0,250.0
5722,1,1104.0,-65.0,718.0,-911.0
5724,0,-162.0,-1049.0,-3351.0,-2761.0
